ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
3721,63,39,131,92521,3,2.6,3,229,1,0,0,1,0
3729,28,3,118,91902,3,2.4,2,161,1,0,0,0,0
3748,26,0,83,91360,3,3.9,2,0,1,0,0,1,0
3758,45,21,142,91101,1,1.4,2,0,1,0,0,1,0
3767,59,35,108,90245,4,3.8,2,304,1,0,0,1,0
3777,27,3,135,93108,3,2.7,3,449,1,0,0,0,1
3785,30,6,115,94611,4,3.8,2,0,1,0,0,1,0
3822,35,9,188,92220,2,3.7,2,259,1,0,0,1,0
3823,63,33,178,91768,4,9.0,3,0,1,0,0,0,0
3836,33,9,131,90065,3,2.2,3,0,1,1,0,0,0
3844,32,7,129,94720,4,5.2,2,0,1,0,0,0,1
3859,42,18,158,92124,2,0.4,2,277,1,0,0,0,1
3865,62,32,142,95112,2,2.8,3,0,1,0,0,0,1
3891,42,17,139,91101,2,2.9,3,0,1,0,0,1,0
3920,64,34,179,90024,2,4.5,3,400,1,0,0,0,0
3944,61,36,188,91360,1,9.3,2,0,1,0,0,0,0
3946,29,3,123,92821,3,5.6,3,428,1,0,0,1,0
3948,32,8,119,94710,4,5.0,3,0,1,0,0,1,0
3949,37,12,123,94304,4,3.1,2,253,1,0,1,1,1
3960,43,19,123,91107,3,1.3,1,0,1,0,0,1,0
3984,39,13,93,93555,4,3.6,3,0,1,0,0,1,0
3987,38,14,182,92152,3,2.6,3,0,1,0,1,1,1
3989,59,35,85,91330,1,3.4,3,0,1,0,1,0,1
3993,47,22,95,93311,2,3.9,2,0,1,0,0,0,0
4001,62,37,93,93003,3,3.0,3,0,1,0,1,1,1
4009,61,31,154,94555,3,7.5,3,351,1,0,1,1,1
4017,53,28,173,91614,4,2.7,1,427,1,0,0,1,0
4021,58,32,191,93943,4,5.2,3,194,1,0,0,0,1
4024,51,25,175,90089,3,0.7,1,312,1,0,0,0,0
4027,27,1,142,92038,3,5.5,1,0,1,0,0,0,0
4036,34,9,180,93955,2,6.5,3,0,1,0,1,1,0
4082,60,35,155,92521,1,1.5,3,0,1,0,0,0,1
4088,52,28,179,94583,4,4.2,3,0,1,0,0,0,0
4094,49,24,138,93111,2,2.2,2,0,1,0,0,1,0
4125,53,29,141,90064,2,0.2,3,0,1,0,0,0,0
4148,59,35,180,96008,2,6.5,2,0,1,1,1,1,1
4152,44,18,123,95841,3,5.9,1,0,1,0,1,1,1
4155,51,25,163,94305,2,1.3,3,0,1,0,0,1,0
4164,54,28,108,94110,4,1.9,2,0,1,0,0,1,0
4166,63,38,135,91768,2,3.8,3,183,1,0,0,0,0
4168,48,24,144,94025,4,3.5,2,0,1,0,0,0,0
4169,60,34,139,95020,4,0.4,1,0,1,0,0,1,0
4170,41,17,143,90059,2,2.7,3,209,1,0,0,1,0
4176,42,17,154,93955,3,4.9,1,0,1,0,1,1,1
4180,29,3,91,94122,1,3.4,3,0,1,0,0,0,0
4191,40,16,89,95814,3,3.9,2,216,1,1,1,1,0
4217,60,35,173,90059,3,3.1,3,0,1,0,0,1,0
4259,52,26,155,92660,3,7.2,2,0,1,0,0,1,0
4260,52,26,158,94920,2,3.7,3,251,1,0,0,0,1
4268,52,26,194,91902,2,5.7,2,0,1,0,0,1,0
4283,26,0,195,92093,3,6.33,3,0,1,1,1,1,0
4293,63,37,191,94131,2,4.3,3,205,1,0,0,0,0
4302,49,24,130,92677,4,1.1,1,281,1,0,1,1,0
4303,52,27,85,92037,3,3.4,3,0,1,0,0,0,0
4308,45,19,128,94928,4,6.0,3,0,1,0,0,1,0
4309,44,20,132,94115,3,2.6,1,308,1,0,0,0,0
4310,34,8,188,94025,1,2.9,3,0,1,0,0,1,0
4311,65,41,170,94143,4,6.1,2,0,1,0,1,1,1
4329,64,38,143,95039,2,6.4,3,0,1,1,1,1,0
4338,26,2,182,93010,2,3.2,2,0,1,0,0,0,0
4346,26,1,184,94608,2,4.2,3,577,1,0,1,1,1
4355,40,16,140,93940,3,5.6,1,0,1,0,0,0,0
4358,39,14,141,93302,4,6.3,1,0,1,1,1,1,1
4378,33,8,145,92507,1,2.7,3,0,1,0,0,1,0
4409,64,40,181,93403,2,2.3,2,0,1,0,1,1,1
4415,33,8,178,94720,3,8.5,1,0,1,1,1,1,0
4419,59,34,145,95125,4,1.8,1,198,1,0,0,1,0
4423,57,31,164,94607,2,3.8,3,422,1,0,1,1,1
4426,26,0,164,95973,2,4.0,3,301,1,0,0,1,0
4440,33,7,104,94542,2,3.6,3,0,1,0,0,0,1
4471,44,20,111,91911,2,5.3,2,0,1,0,0,1,0
4481,55,30,145,92037,2,6.0,3,0,1,0,0,1,0
4495,29,4,182,95354,1,3.7,3,0,1,0,0,1,0
4533,48,22,133,90073,2,3.1,2,0,1,0,0,1,0
4566,33,8,120,92614,2,4.2,3,76,1,0,0,0,1
4576,53,27,115,90095,2,0.5,3,0,1,0,0,0,0
4584,52,26,83,92521,1,3.1,1,0,1,0,0,1,0
4586,35,11,180,94010,1,3.6,3,571,1,0,1,1,1
4591,58,34,151,94022,3,0.6,2,0,1,0,0,0,0
4594,54,30,133,95747,1,5.0,2,0,1,0,0,0,1
4605,32,7,81,90601,2,3.4,2,0,1,0,0,0,1
4626,45,21,102,92037,4,4.7,2,81,1,0,0,0,0
4628,27,1,134,93106,1,1.7,2,307,1,0,0,1,0
4629,27,1,130,94801,3,2.9,2,0,1,0,0,0,0
4632,32,8,142,90095,4,6.2,2,120,1,0,1,1,1
4643,65,40,143,95616,4,6.6,2,0,1,0,0,1,0
4653,38,12,184,91311,3,8.0,1,0,1,0,0,1,0
4656,33,7,188,95054,2,7.0,2,581,1,0,0,0,0
4699,48,22,162,94143,3,1.4,1,400,1,0,0,0,0
4703,35,5,108,90630,2,2.75,3,0,1,1,0,0,0
4706,61,37,141,92677,3,0.7,1,0,1,0,1,1,1
4720,32,8,140,94102,4,6.6,3,0,1,0,1,0,1
4764,51,25,173,95051,1,0.5,2,0,1,0,0,1,0
4791,35,11,101,94143,3,3.8,3,150,1,0,0,1,0
4812,36,12,123,90502,2,3.0,3,0,1,0,0,0,0
4813,29,4,184,92126,4,2.2,3,612,1,0,0,1,0
4824,46,21,115,95616,2,4.2,3,0,1,1,1,1,1
4843,49,23,174,95449,3,4.6,2,590,1,0,0,0,0
4847,35,10,135,94596,3,4.8,2,0,1,0,0,1,0
4860,34,8,165,91107,1,7.0,3,541,1,0,0,0,0
4866,50,24,133,90025,4,1.4,2,342,1,0,0,0,1
4877,44,19,142,95054,1,1.5,3,0,1,0,0,0,0
4884,38,13,129,92646,3,4.1,3,0,1,0,1,1,1
4928,43,19,121,94720,1,0.7,2,0,1,0,1,1,1
4942,28,4,112,90049,2,1.6,2,0,1,0,0,1,0
4963,46,20,122,90065,3,3.0,3,0,1,0,1,1,1
4981,29,5,135,95762,3,5.3,1,0,1,0,1,1,1
