OrderID,UnitPrice,Quantity,Discount,StandardCost,OrderDate,ProductName,CategoryID
10540,12.5,35,0,5.98,5/19/2007,Scottish Longbreads,3
10541,4.5,35,0.100000001,12.6425,5/19/2007,Guaraná Fantástica,1
10541,263.5,4,0.100000001,20.8,5/19/2007,Côte de Blaye,1
10541,21.05,36,0.100000001,7.8,5/19/2007,Louisiana Fiery Hot Pepper Sauce,2
10541,21.5,9,0.100000001,4.8425,5/19/2007,Fløtemysost,4
10542,21,15,0.050000001,8.2875,5/20/2007,Queso Cabrales,4
10542,7.45,24,0.050000001,5.0375,5/20/2007,Tourtière,6
10543,38,30,0.150000006,171.275,5/21/2007,Queso Manchego La Pastora,4
10543,9,70,0.150000006,23.4,5/21/2007,Tunnbröd,5
10544,45.6,7,0,12.35,5/21/2007,Rössle Sauerkraut,7
10544,14,7,0,32.045,5/21/2007,Laughing Lumberjack Lager,1
10545,21,10,0,8.2875,5/22/2007,Queso Cabrales,4
10546,30,10,0,12.35,5/23/2007,Uncle Bob's Organic Dried Pears,7
10546,18,30,0,13.6825,5/23/2007,Steeleye Stout,1
10546,49.3,40,0,52.65,5/23/2007,Tarte au sucre,3
10547,32,24,0.150000006,11.7,5/23/2007,Mascarpone Fabioli,4
10547,19,60,0,11.05,5/23/2007,Inlagd Sill,8
10548,14,10,0.25,6.5,5/26/2007,Sasquatch Ale,1
10548,9.65,14,0,22.62,5/26/2007,Jack's New England Clam Chowder,8
10549,12.5,55,0.150000006,3.9,5/27/2007,Gorgonzola Telino,4
10549,9.5,100,0.150000006,8.45,5/27/2007,Røgede sild,8
10549,53,48,0.150000006,24.7,5/27/2007,Manjimup Dried Apples,7
10550,39,8,0.100000001,10.075,5/28/2007,Alice Mutton,6
10550,9.2,10,0,8.125,5/28/2007,Teatime Chocolate Biscuits,3
10550,10,6,0.100000001,16.9,5/28/2007,Sir Rodney's Scones,3
10550,28.5,10,0.100000001,9.1,5/28/2007,Sirop d'érable,2
10551,17.45,40,0.150000006,1.625,5/28/2007,Pavlova,3
10551,18,20,0.150000006,13.6825,5/28/2007,Steeleye Stout,1
10551,19.45,40,0,9.1,5/28/2007,Gula Malacca,2
10552,36,18,0,80.4635,5/29/2007,Gudbrandsdalsost,4
10552,7.75,30,0,28.535,5/29/2007,Rhönbräu Klosterbier,1
10553,21,15,0,8.2875,5/30/2007,Queso Cabrales,4
10553,17.45,14,0,1.625,5/30/2007,Pavlova,3
10553,21,24,0,2.925,5/30/2007,Gustaf's Knäckebröd,5
10553,12.5,30,0,3.9,5/30/2007,Gorgonzola Telino,4
10553,18,6,0,13.6825,5/30/2007,Steeleye Stout,1
10554,17.45,30,0.050000001,1.625,5/30/2007,Pavlova,3
10554,9,20,0.050000001,23.4,5/30/2007,Tunnbröd,5
10554,49.3,20,0.050000001,52.65,5/30/2007,Tarte au sucre,3
10554,13,10,0.050000001,6.175,5/30/2007,Original Frankfurter grüne Soße,2
10555,23.25,30,0.200000003,4.55,6/2/2007,Tofu,7
10555,9.2,35,0.200000003,8.125,6/2/2007,Teatime Chocolate Biscuits,3
10555,4.5,18,0.200000003,12.6425,6/2/2007,Guaraná Fantástica,1
10555,53,20,0.200000003,24.7,6/2/2007,Manjimup Dried Apples,7
10555,38,40,0.200000003,6.175,6/2/2007,Gnocchi di nonna Alice,5
10556,34.8,24,0,5.85,6/3/2007,Mozzarella di Giovanni,4
10557,33.25,30,0,18.525,6/3/2007,Wimmers gute Semmelknödel,5
10557,7.75,20,0,28.535,6/3/2007,Rhönbräu Klosterbier,1
10558,9.5,25,0,15.6,6/4/2007,Zaanse koeken,3
10558,53,20,0,24.7,6/4/2007,Manjimup Dried Apples,7
10558,7,30,0,35.75,6/4/2007,Filo Mix,5
10558,32.8,18,0,12.675,6/4/2007,Perth Pasties,6
10558,15,3,0,19.5,6/4/2007,Röd Kaviar,8
10559,9.65,12,0.050000001,22.62,6/5/2007,Jack's New England Clam Chowder,8
10559,24,18,0.050000001,9.75,6/5/2007,Pâté chinois,6
10560,25.89,20,0,6.2725,6/6/2007,Nord-Ost Matjeshering,8
10560,49.3,15,0.25,52.65,6/6/2007,Tarte au sucre,3
10561,19.45,10,0,9.1,6/6/2007,Gula Malacca,2
10561,53,50,0,24.7,6/6/2007,Manjimup Dried Apples,7
10562,2.5,20,0.100000001,9.1,6/9/2007,Geitost,4
10562,49.3,10,0.100000001,52.65,6/9/2007,Tarte au sucre,3
10563,19,25,0,11.05,6/10/2007,Inlagd Sill,8
10563,7,70,0,35.75,6/10/2007,Filo Mix,5
10564,39,16,0.050000001,10.075,6/10/2007,Alice Mutton,6
10564,12.5,6,0.050000001,3.9,6/10/2007,Gorgonzola Telino,4
10564,24,25,0.050000001,9.75,6/10/2007,Pâté chinois,6
10565,4.5,25,0.100000001,12.6425,6/11/2007,Guaraná Fantástica,1
10565,33.25,18,0.100000001,18.525,6/11/2007,Wimmers gute Semmelknödel,5
10566,21,35,0.150000006,8.2875,6/12/2007,Queso Cabrales,4
10566,62.5,18,0.150000006,24.7,6/12/2007,Carnarvon Tigers,8
10566,18,10,0,21.6125,6/12/2007,Lakkalikööri,1
10567,12.5,60,0.200000003,3.9,6/12/2007,Gorgonzola Telino,4
10567,53,3,0,24.7,6/12/2007,Manjimup Dried Apples,7
10567,55,40,0.200000003,28.535,6/12/2007,Raclette Courdavault,4
10568,31,5,0,13.8775,6/13/2007,Ikura,8
10569,12.5,35,0.200000003,3.9,6/16/2007,Gorgonzola Telino,4
10569,18,30,0,21.6125,6/16/2007,Lakkalikööri,1
10570,21,15,0.050000001,8.2875,6/17/2007,Queso Cabrales,4
10570,38,60,0.050000001,6.175,6/17/2007,Gnocchi di nonna Alice,5
10571,23.25,11,0.150000006,4.55,6/17/2007,Tofu,7
10571,14,28,0.150000006,16.8285,6/17/2007,Singaporean Hokkien Fried Mee,5
10572,17.45,12,0.100000001,1.625,6/18/2007,Pavlova,3
10572,32,10,0.100000001,11.7,6/18/2007,Mascarpone Fabioli,4
10572,18.4,50,0,63.05,6/18/2007,Boston Crab Meat,8
10572,7.75,15,0.100000001,28.535,6/18/2007,Rhönbräu Klosterbier,1
10573,39,18,0,10.075,6/19/2007,Alice Mutton,6
10573,14,40,0,6.5,6/19/2007,Sasquatch Ale,1
10573,32.8,25,0,12.675,6/19/2007,Perth Pasties,6
10574,2.5,14,0,9.1,6/19/2007,Geitost,4
10574,18.4,2,0,63.05,6/19/2007,Boston Crab Meat,8
10574,49.3,10,0,52.65,6/19/2007,Tarte au sucre,3
10574,33.25,6,0,18.525,6/19/2007,Wimmers gute Semmelknödel,5
10575,55,12,0,28.535,6/20/2007,Raclette Courdavault,4
10575,43.9,6,0,6.5,6/20/2007,Vegie-spread,2
10575,34.8,30,0,5.85,6/20/2007,Mozzarella di Giovanni,4
10575,18,10,0,21.6125,6/20/2007,Lakkalikööri,1
10576,18,10,0,25.35,6/23/2007,Chai,1
10576,12.5,20,0,3.9,6/23/2007,Gorgonzola Telino,4
10576,19.45,21,0,9.1,6/23/2007,Gula Malacca,2
10577,18,10,0,13,6/23/2007,Chartreuse verte,1
10577,7.75,20,0,28.535,6/23/2007,Rhönbräu Klosterbier,1
10577,13,18,0,6.175,6/23/2007,Original Frankfurter grüne Soße,2
10578,18,20,0,13.6825,6/24/2007,Steeleye Stout,1
10578,19.5,6,0,29.64,6/24/2007,Ravioli Angelo,5
10579,15.5,10,0,13.975,6/25/2007,Genen Shouyu,2
10579,7.75,21,0,28.535,6/25/2007,Rhönbräu Klosterbier,1
10580,23.25,15,0.050000001,4.55,6/26/2007,Tofu,7
10580,9.65,9,0.050000001,22.62,6/26/2007,Jack's New England Clam Chowder,8
10580,21.05,30,0.050000001,7.8,6/26/2007,Louisiana Fiery Hot Pepper Sauce,2
10581,7.75,50,0.200000003,28.535,6/26/2007,Rhönbräu Klosterbier,1
10582,19.5,4,0,29.64,6/27/2007,Ravioli Angelo,5
10582,18,14,0,21.6125,6/27/2007,Lakkalikööri,1
10583,123.79,10,0,29.9,6/30/2007,Thüringer Rostbratwurst,6
10583,34,24,0.150000006,8.125,6/30/2007,Camembert Pierrot,4
10583,36,10,0.150000006,80.4635,6/30/2007,Gudbrandsdalsost,4
10584,12.5,50,0.050000001,3.9,6/30/2007,Gorgonzola Telino,4
10585,9.5,15,0,15.6,7/1/2007,Zaanse koeken,3
10586,7,4,0.150000006,35.75,7/2/2007,Filo Mix,5
10587,31.23,6,0,13.65,7/2/2007,Gumbär Gummibärchen,3
10587,18,20,0,13.6825,7/2/2007,Steeleye Stout,1
10587,13,20,0,6.175,7/2/2007,Original Frankfurter grüne Soße,2
10588,62.5,40,0.200000003,24.7,7/3/2007,Carnarvon Tigers,8
10588,14,100,0.200000003,16.8285,7/3/2007,Singaporean Hokkien Fried Mee,5
10589,18,4,0,13.6825,7/4/2007,Steeleye Stout,1
10590,18,20,0,25.35,7/7/2007,Chai,1
10590,13,60,0.050000001,6.175,7/7/2007,Original Frankfurter grüne Soße,2
10591,10,14,0,11.96,7/7/2007,Aniseed Syrup,2
10591,30,10,0,12.35,7/7/2007,Uncle Bob's Organic Dried Pears,7
10591,7.45,50,0,5.0375,7/7/2007,Tourtière,6
10592,15.5,25,0.050000001,13.975,7/8/2007,Genen Shouyu,2
10592,31.23,5,0.050000001,13.65,7/8/2007,Gumbär Gummibärchen,3
10593,81,21,0.200000003,16.25,7/9/2007,Sir Rodney's Marmalade,3
10593,36,20,0.200000003,80.4635,7/9/2007,Gudbrandsdalsost,4
10593,18,4,0.200000003,21.6125,7/9/2007,Lakkalikööri,1
10594,7,24,0,35.75,7/9/2007,Filo Mix,5
10594,13.25,30,0,9.1,7/9/2007,Escargots de Bourgogne,8
10595,18,30,0.25,13.6825,7/10/2007,Steeleye Stout,1
10595,28.5,120,0.25,9.1,7/10/2007,Sirop d'érable,2
10595,36,65,0.25,80.4635,7/10/2007,Gudbrandsdalsost,4
10596,38,5,0.200000003,6.175,7/11/2007,Gnocchi di nonna Alice,5
10596,43.9,24,0.200000003,6.5,7/11/2007,Vegie-spread,2
10596,7.75,30,0.200000003,28.535,7/11/2007,Rhönbräu Klosterbier,1
10597,4.5,35,0.200000003,12.6425,7/11/2007,Guaraná Fantástica,1
10597,19.5,20,0,29.64,7/11/2007,Ravioli Angelo,5
10597,21.05,12,0.200000003,7.8,7/11/2007,Louisiana Fiery Hot Pepper Sauce,2
10598,43.9,50,0,20.15,7/14/2007,Schoggi Schokolade,3
10598,21.5,9,0,4.8425,7/14/2007,Fløtemysost,4
10599,49.3,10,0,52.65,7/15/2007,Tarte au sucre,3
10600,7.45,4,0,5.0375,7/16/2007,Tourtière,6
10600,15,30,0,19.5,7/16/2007,Röd Kaviar,8
10601,6,60,0,8.6125,7/16/2007,Konbu,8
10601,55,35,0,28.535,7/16/2007,Raclette Courdavault,4
10602,13,5,0.25,6.175,7/17/2007,Original Frankfurter grüne Soße,2
10603,21,48,0,2.925,7/18/2007,Gustaf's Knäckebröd,5
10603,20,25,0.050000001,21.32,7/18/2007,Maxilaku,3
10604,12.75,6,0.100000001,11.3425,7/18/2007,Chocolade,3
10604,18,10,0.100000001,21.6125,7/18/2007,Lakkalikööri,1
10605,17.45,30,0.050000001,1.625,7/21/2007,Pavlova,3
10605,55,20,0.050000001,28.535,7/21/2007,Raclette Courdavault,4
10605,34,70,0.050000001,8.125,7/21/2007,Camembert Pierrot,4
10605,21.5,15,0.050000001,4.8425,7/21/2007,Fløtemysost,4
10606,22,20,0.200000003,22.1,7/22/2007,Chef Anton's Cajun Seasoning,2
10606,24,20,0.200000003,9.75,7/22/2007,Pâté chinois,6
10606,49.3,10,0.200000003,52.65,7/22/2007,Tarte au sucre,3
10607,30,45,0,12.35,7/22/2007,Uncle Bob's Organic Dried Pears,7
10607,39,100,0,10.075,7/22/2007,Alice Mutton,6
10607,2.5,14,0,9.1,7/22/2007,Geitost,4
10607,18.4,42,0,63.05,7/22/2007,Boston Crab Meat,8
10607,34.8,12,0,5.85,7/22/2007,Mozzarella di Giovanni,4
10608,38,28,0,6.175,7/23/2007,Gnocchi di nonna Alice,5
10609,18,3,0,25.35,7/24/2007,Chai,1
10609,31,10,0,13.8775,7/24/2007,Ikura,8
10609,10,6,0,16.9,7/24/2007,Sir Rodney's Scones,3
10610,19,21,0.25,11.05,7/25/2007,Inlagd Sill,8
10611,18,6,0,25.35,7/25/2007,Chai,1
10611,19,10,0,6.5,7/25/2007,Chang,1
10611,34,15,0,8.125,7/25/2007,Camembert Pierrot,4
10612,31,70,0,13.8775,7/28/2007,Ikura,8
10612,19,55,0,11.05,7/28/2007,Inlagd Sill,8
10612,20,18,0,21.32,7/28/2007,Maxilaku,3
10612,34,40,0,8.125,7/28/2007,Camembert Pierrot,4
10612,18,80,0,21.6125,7/28/2007,Lakkalikööri,1
10613,6,8,0.100000001,8.6125,7/29/2007,Konbu,8
10613,7.75,40,0,28.535,7/29/2007,Rhönbräu Klosterbier,1
10614,21,14,0,8.2875,7/29/2007,Queso Cabrales,4
10614,10,8,0,16.9,7/29/2007,Sir Rodney's Scones,3
10614,18,5,0,13,7/29/2007,Chartreuse verte,1
10615,24,5,0,9.75,7/30/2007,Pâté chinois,6
10616,263.5,15,0.050000001,20.8,7/31/2007,Côte de Blaye,1
10616,38,14,0,6.175,7/31/2007,Gnocchi di nonna Alice,5
10616,15,15,0.050000001,15.1125,7/31/2007,Outback Lager,1
10616,21.5,15,0.050000001,4.8425,7/31/2007,Fløtemysost,4
10617,55,30,0.150000006,28.535,7/31/2007,Raclette Courdavault,4
10618,25,70,0,11.7,8/1/2007,Grandma's Boysenberry Spread,2
10618,38,20,0,6.175,8/1/2007,Gnocchi di nonna Alice,5
10618,12.5,15,0,5.98,8/1/2007,Scottish Longbreads,3
10619,10,42,0,16.9,8/4/2007,Sir Rodney's Scones,3
10619,21,40,0,2.925,8/4/2007,Gustaf's Knäckebröd,5
10620,4.5,5,0,12.6425,8/5/2007,Guaraná Fantástica,1
10620,7,5,0,35.75,8/5/2007,Filo Mix,5
10621,9.2,5,0,8.125,8/5/2007,Teatime Chocolate Biscuits,3
10621,9,10,0,23.4,8/5/2007,Tunnbröd,5
10621,15,20,0,15.1125,8/5/2007,Outback Lager,1
10621,21.5,15,0,4.8425,8/5/2007,Fløtemysost,4
10622,19,20,0,6.5,8/6/2007,Chang,1
10622,12.5,18,0.200000003,5.98,8/6/2007,Scottish Longbreads,3
10623,23.25,21,0,4.55,8/7/2007,Tofu,7
10623,9.2,15,0.100000001,8.125,8/7/2007,Teatime Chocolate Biscuits,3
10623,10,25,0.100000001,16.9,8/7/2007,Sir Rodney's Scones,3
10623,4.5,3,0,12.6425,8/7/2007,Guaraná Fantástica,1
10623,18,30,0.100000001,13.6825,8/7/2007,Steeleye Stout,1
10624,45.6,10,0,12.35,8/7/2007,Rössle Sauerkraut,7
10624,123.79,6,0,29.9,8/7/2007,Thüringer Rostbratwurst,6
10624,19.45,10,0,9.1,8/7/2007,Gula Malacca,2
10625,23.25,3,0,4.55,8/8/2007,Tofu,7
10625,14,5,0,16.8285,8/8/2007,Singaporean Hokkien Fried Mee,5
10625,34,10,0,8.125,8/8/2007,Camembert Pierrot,4
10626,32.8,12,0,12.675,8/11/2007,Perth Pasties,6
10626,34,20,0,8.125,8/11/2007,Camembert Pierrot,4
10626,21.5,20,0,4.8425,8/11/2007,Fløtemysost,4
10627,49.3,15,0,52.65,8/11/2007,Tarte au sucre,3
10627,15,35,0.150000006,19.5,8/11/2007,Röd Kaviar,8
10628,18,25,0,25.35,8/12/2007,Chai,1
10629,123.79,20,0,29.9,8/12/2007,Thüringer Rostbratwurst,6
10629,33.25,9,0,18.525,8/12/2007,Wimmers gute Semmelknödel,5
10630,24,12,0.050000001,9.75,8/13/2007,Pâté chinois,6
10630,18,35,0,21.6125,8/13/2007,Lakkalikööri,1
10631,7.75,8,0.100000001,28.535,8/14/2007,Rhönbräu Klosterbier,1
10632,19,30,0.050000001,6.5,8/14/2007,Chang,1
10632,2.5,20,0.050000001,9.1,8/14/2007,Geitost,4
10633,38,36,0.150000006,171.275,8/15/2007,Queso Manchego La Pastora,4
10633,6,13,0.150000006,8.6125,8/15/2007,Konbu,8
10633,31.23,35,0.150000006,13.65,8/15/2007,Gumbär Gummibärchen,3
10633,49.3,80,0.150000006,52.65,8/15/2007,Tarte au sucre,3
10634,30,35,0,12.35,8/15/2007,Uncle Bob's Organic Dried Pears,7
10634,62.5,50,0,24.7,8/15/2007,Carnarvon Tigers,8
10634,53,15,0,24.7,8/15/2007,Manjimup Dried Apples,7
10634,7.75,2,0,28.535,8/15/2007,Rhönbräu Klosterbier,1
10635,22,10,0.100000001,22.1,8/18/2007,Chef Anton's Cajun Seasoning,2
10635,21.35,15,0.100000001,40.625,8/18/2007,Chef Anton's Gumbo Mix,2
10635,21,40,0,2.925,8/18/2007,Gustaf's Knäckebröd,5
10636,22,25,0,22.1,8/19/2007,Chef Anton's Cajun Seasoning,2
10636,13.25,6,0,9.1,8/19/2007,Escargots de Bourgogne,8
10637,21,10,0,8.2875,8/19/2007,Queso Cabrales,4
10637,16.25,25,0.050000001,13.65,8/19/2007,Valkoinen suklaa,3
10637,38,60,0.050000001,6.175,8/19/2007,Gnocchi di nonna Alice,5
10638,9.5,20,0,8.45,8/20/2007,Røgede sild,8
10638,21.05,21,0,7.8,8/20/2007,Louisiana Fiery Hot Pepper Sauce,2
10638,34.8,60,0,5.85,8/20/2007,Mozzarella di Giovanni,4
10639,62.5,8,0,24.7,8/20/2007,Carnarvon Tigers,8
10640,36,20,0.25,80.4635,8/21/2007,Gudbrandsdalsost,4
10640,15,15,0.25,15.1125,8/21/2007,Outback Lager,1
10641,19,50,0,6.5,8/22/2007,Chang,1
10641,18.4,60,0,63.05,8/22/2007,Boston Crab Meat,8
10642,10,30,0.200000003,16.9,8/22/2007,Sir Rodney's Scones,3
10642,28.5,20,0.200000003,9.1,8/22/2007,Sirop d'érable,2
10643,39,10,0,10.075,8/25/2007,Alice Mutton,6
10643,45.6,15,0.25,12.35,8/25/2007,Rössle Sauerkraut,7
10643,18,21,0.25,13,8/25/2007,Chartreuse verte,1
10643,12,2,0.25,9.75,8/25/2007,Spegesild,8
10644,62.5,4,0.100000001,24.7,8/25/2007,Carnarvon Tigers,8
10644,46,20,0,26,8/25/2007,Ipoh Coffee,1
10644,12,21,0.100000001,9.75,8/25/2007,Spegesild,8
10645,62.5,20,0,24.7,8/26/2007,Carnarvon Tigers,8
10645,19,15,0,11.05,8/26/2007,Inlagd Sill,8
10646,18,15,0.25,25.35,8/27/2007,Chai,1
10646,31,18,0.25,13.8775,8/27/2007,Ikura,8
10646,21.5,30,0.25,4.8425,8/27/2007,Fløtemysost,4
10646,13,35,0.25,6.175,8/27/2007,Original Frankfurter grüne Soße,2
10647,9.2,30,0,8.125,8/27/2007,Teatime Chocolate Biscuits,3
10647,18,20,0,13,8/27/2007,Chartreuse verte,1
10648,21,15,0,2.925,8/28/2007,Gustaf's Knäckebröd,5
10648,4.5,15,0.150000006,12.6425,8/28/2007,Guaraná Fantástica,1
10649,45.6,20,0,12.35,8/28/2007,Rössle Sauerkraut,7
10649,34.8,15,0,5.85,8/28/2007,Mozzarella di Giovanni,4
10650,25.89,30,0,6.2725,8/29/2007,Nord-Ost Matjeshering,8
10650,32.8,25,0.050000001,12.675,8/29/2007,Perth Pasties,6
10650,7.45,30,0,5.0375,8/29/2007,Tourtière,6
10651,9.2,12,0.25,8.125,9/1/2007,Teatime Chocolate Biscuits,3
10651,21,20,0.25,2.925,9/1/2007,Gustaf's Knäckebröd,5
10652,25.89,2,0.25,6.2725,9/1/2007,Nord-Ost Matjeshering,8
10652,14,20,0,16.8285,9/1/2007,Singaporean Hokkien Fried Mee,5
10653,17.45,30,0.100000001,1.625,9/2/2007,Pavlova,3
10653,34,20,0.100000001,8.125,9/2/2007,Camembert Pierrot,4
10654,22,12,0.100000001,22.1,9/2/2007,Chef Anton's Cajun Seasoning,2
10654,18,20,0.100000001,13,9/2/2007,Chartreuse verte,1
10654,7.45,6,0.100000001,5.0375,9/2/2007,Tourtière,6
10655,9.65,20,0.200000003,22.62,9/3/2007,Jack's New England Clam Chowder,8
10656,23.25,3,0.100000001,4.55,9/4/2007,Tofu,7
10656,19.45,28,0.100000001,9.1,9/4/2007,Gula Malacca,2
10656,9.5,6,0.100000001,15.6,9/4/2007,Zaanse koeken,3
10657,15.5,50,0,13.975,9/4/2007,Genen Shouyu,2
10657,9.65,24,0,22.62,9/4/2007,Jack's New England Clam Chowder,8
10657,12,45,0,9.75,9/4/2007,Spegesild,8
10657,9.5,10,0,15.6,9/4/2007,Zaanse koeken,3
10657,38,45,0,6.175,9/4/2007,Gnocchi di nonna Alice,5
10657,34,30,0,8.125,9/4/2007,Camembert Pierrot,4
10658,10,60,0,16.9,9/5/2007,Sir Rodney's Scones,3
10658,18.4,70,0.050000001,63.05,9/5/2007,Boston Crab Meat,8
10658,34,55,0.050000001,8.125,9/5/2007,Camembert Pierrot,4
10658,13,70,0.050000001,6.175,9/5/2007,Original Frankfurter grüne Soße,2
10659,12.5,20,0.050000001,3.9,9/5/2007,Gorgonzola Telino,4
10659,18.4,24,0.050000001,63.05,9/5/2007,Boston Crab Meat,8
10659,15,40,0.050000001,15.1125,9/5/2007,Outback Lager,1
10660,81,21,0,16.25,9/8/2007,Sir Rodney's Marmalade,3
10661,18,3,0.200000003,13,9/9/2007,Chartreuse verte,1
10661,13.25,49,0.200000003,9.1,9/9/2007,Escargots de Bourgogne,8
10662,12.5,10,0,5.98,9/9/2007,Scottish Longbreads,3
10663,18.4,30,0.050000001,63.05,9/10/2007,Boston Crab Meat,8
10663,14,30,0.050000001,16.8285,9/10/2007,Singaporean Hokkien Fried Mee,5
10663,53,20,0.050000001,24.7,9/10/2007,Manjimup Dried Apples,7
10664,31,24,0.150000006,13.8775,9/10/2007,Ikura,8
10664,38,12,0.150000006,6.175,9/10/2007,Gnocchi di nonna Alice,5
10664,21.05,15,0.150000006,7.8,9/10/2007,Louisiana Fiery Hot Pepper Sauce,2
10665,53,20,0,24.7,9/11/2007,Manjimup Dried Apples,7
10665,55,1,0,28.535,9/11/2007,Raclette Courdavault,4
10665,18,10,0,21.6125,9/11/2007,Lakkalikööri,1
10666,123.79,36,0,29.9,9/12/2007,Thüringer Rostbratwurst,6
10666,21.05,10,0,7.8,9/12/2007,Louisiana Fiery Hot Pepper Sauce,2
10667,36,45,0.200000003,80.4635,9/12/2007,Gudbrandsdalsost,4
10667,21.5,14,0.200000003,4.8425,9/12/2007,Fløtemysost,4
10668,12.5,8,0.100000001,3.9,9/15/2007,Gorgonzola Telino,4
10668,24,4,0.100000001,9.75,9/15/2007,Pâté chinois,6
10668,33.25,15,0.100000001,18.525,9/15/2007,Wimmers gute Semmelknödel,5
10669,19,30,0,11.05,9/15/2007,Inlagd Sill,8
10670,9,32,0,23.4,9/16/2007,Tunnbröd,5
10670,12,60,0,9.75,9/16/2007,Spegesild,8
10670,14,25,0,32.045,9/16/2007,Laughing Lumberjack Lager,1
10670,15,50,0,19.5,9/16/2007,Röd Kaviar,8
10670,7.75,25,0,28.535,9/16/2007,Rhönbräu Klosterbier,1
10671,17.45,10,0,1.625,9/17/2007,Pavlova,3
10671,49.3,10,0,52.65,9/17/2007,Tarte au sucre,3
10671,21.05,12,0,7.8,9/17/2007,Louisiana Fiery Hot Pepper Sauce,2
10672,263.5,15,0.100000001,20.8,9/17/2007,Côte de Blaye,1
10672,21.5,12,0,4.8425,9/17/2007,Fløtemysost,4
10673,17.45,3,0,1.625,9/18/2007,Pavlova,3
10673,14,6,0,16.8285,9/18/2007,Singaporean Hokkien Fried Mee,5
10673,46,6,0,26,9/18/2007,Ipoh Coffee,1
10674,9,5,0,23.4,9/18/2007,Tunnbröd,5
10675,23.25,30,0,4.55,9/19/2007,Tofu,7
10675,32.8,10,0,12.675,9/19/2007,Perth Pasties,6
10675,13.25,30,0,9.1,9/19/2007,Escargots de Bourgogne,8
10676,31,2,0,13.8775,9/22/2007,Ikura,8
10676,9.2,7,0,8.125,9/22/2007,Teatime Chocolate Biscuits,3
10676,19.45,21,0,9.1,9/22/2007,Gula Malacca,2
10677,31.23,30,0.150000006,13.65,9/22/2007,Gumbär Gummibärchen,3
10677,2.5,8,0.150000006,9.1,9/22/2007,Geitost,4
10678,38,100,0,171.275,9/23/2007,Queso Manchego La Pastora,4
10678,2.5,30,0,9.1,9/23/2007,Geitost,4
10678,9.65,120,0,22.62,9/23/2007,Jack's New England Clam Chowder,8
10678,7.45,30,0,5.0375,9/23/2007,Tourtière,6
10679,55,12,0,28.535,9/23/2007,Raclette Courdavault,4
10680,17.45,50,0.25,1.625,9/24/2007,Pavlova,3
10680,12.5,20,0.25,3.9,9/24/2007,Gorgonzola Telino,4
10680,14,40,0.25,16.8285,9/24/2007,Singaporean Hokkien Fried Mee,5
10681,9.2,30,0.100000001,8.125,9/25/2007,Teatime Chocolate Biscuits,3
10681,10,12,0.100000001,16.9,9/25/2007,Sir Rodney's Scones,3
10681,33.25,28,0,18.525,9/25/2007,Wimmers gute Semmelknödel,5
10682,2.5,30,0,9.1,9/25/2007,Geitost,4
10682,17,4,0,11.7,9/25/2007,Louisiana Hot Spiced Okra,2
10682,7.75,30,0,28.535,9/25/2007,Rhönbräu Klosterbier,1
10683,7,9,0,35.75,9/26/2007,Filo Mix,5
10684,18.4,20,0,63.05,9/26/2007,Boston Crab Meat,8
10684,9.5,40,0,15.6,9/26/2007,Zaanse koeken,3
10684,34,30,0,8.125,9/26/2007,Camembert Pierrot,4
10685,31,20,0,13.8775,9/29/2007,Ikura,8
10685,9.65,4,0,22.62,9/29/2007,Jack's New England Clam Chowder,8
10685,9.5,15,0,15.6,9/29/2007,Zaanse koeken,3
10686,39,30,0.200000003,10.075,9/30/2007,Alice Mutton,6
10686,31.23,15,0,13.65,9/30/2007,Gumbär Gummibärchen,3
10687,97,50,0.25,14.3,9/30/2007,Mishi Kobe Niku,6
10687,123.79,10,0,29.9,9/30/2007,Thüringer Rostbratwurst,6
10687,19,6,0.25,11.05,9/30/2007,Inlagd Sill,8
10688,31,18,0.100000001,13.8775,10/1/2007,Ikura,8
10688,45.6,60,0.100000001,12.35,10/1/2007,Rössle Sauerkraut,7
10688,14,14,0,6.5,10/1/2007,Sasquatch Ale,1
10689,18,35,0.25,25.35,10/1/2007,Chai,1
10690,38,20,0.25,6.175,10/2/2007,Gnocchi di nonna Alice,5
10690,13,30,0.25,6.175,10/2/2007,Original Frankfurter grüne Soße,2
10691,18,30,0,25.35,10/3/2007,Chai,1
10691,123.79,40,0,29.9,10/3/2007,Thüringer Rostbratwurst,6
10691,46,40,0,26,10/3/2007,Ipoh Coffee,1
10691,19.45,24,0,9.1,10/3/2007,Gula Malacca,2
10691,49.3,48,0,52.65,10/3/2007,Tarte au sucre,3
10692,43.9,20,0,6.5,10/3/2007,Vegie-spread,2
10693,97,6,0,14.3,10/6/2007,Mishi Kobe Niku,6
10693,7.45,60,0.150000006,5.0375,10/6/2007,Tourtière,6
10693,36,30,0.150000006,80.4635,10/6/2007,Gudbrandsdalsost,4
10693,15,15,0.150000006,19.5,10/6/2007,Röd Kaviar,8
10694,30,90,0,12.35,10/6/2007,Uncle Bob's Organic Dried Pears,7
10694,55,25,0,28.535,10/6/2007,Raclette Courdavault,4
10694,15,50,0,15.1125,10/6/2007,Outback Lager,1
10695,40,10,0,11.7,10/7/2007,Northwoods Cranberry Sauce,2
10695,38,4,0,171.275,10/7/2007,Queso Manchego La Pastora,4
10695,4.5,20,0,12.6425,10/7/2007,Guaraná Fantástica,1
10696,39,20,0,10.075,10/8/2007,Alice Mutton,6
