,Key,ride_review
277,278,I noticed reviews Uber low site I felt compelled share positive experiences readers My husband using Uber quite time lot traveling occupation We used Uber together trip San Juan Puerto Rico recently every ride star top notch The drivers friendly professional All vehicles rode smelled fresh clean We actually taxi driver harass one drivers although Uber driver pick us business next door hotel taxi driver tell Uber husband phone hand waved Uber driver I honestly say due taxi driver scaring bullying driver I NEVER take taxi long I live Last I checked live capitalist society competition good us Taxis monopoly I highly recommend Uber
278,279,I started driving Uber referral bonus Figured drive I get dollars friend referred get dollars Fast forward completing drives tell make month week say We mean money bonus top money made We meant guaranteed make dollars giving rides Of course I That incentive Lyft pays dollars moment complete trip I complained stating I want work company bait switch practices instead resolving situation deleted driver app rider app even let cash dollars I made day
279,280,I open account Uber company easy use car service In less month I got check account charged ride Uber I tried many time contact way messages taking long time coming questions nothing solution complaints I called bank closed check account
280,281,I want highlight inconvenience provided company app friend Apoorva account blocked since week trying get touch company via email get reply system raised flag blocked us Lol FLAG updating email address And want us also Appreciate understanding regard LOL We invoices blocked account Hence request someone logical sense look account get sorted Systems errors accepts mistakes days All want invoices make sure never bother Uber ride Ola way better respect quality app Last thing I remember account working updating email address get invoice email mathematically correct systems blocked us updating email Really Great Coding And Super AI Finally person company updated email address I tried log I noticed flag never chance find real account real real anyone Uber read understand trying say please go ahead email us invoices remove wrong flag raised super system Generation download manually Attached image shows suspended Uber ca even share reason Because email team may procedures rules follow blindly I think rules made mentally blind person Uber rocks client shocks
281,282,I use corporate card business trips I use Uber My company told I charge I need show proof I went Uber app seen I never took trip date I reached Uber explained I charged never took ride The first response someone telling send bank statement happy reverse charges I asked job provide proof I get statements corporate sent PDF proof told able make fare adjustments trips completed days ago I explained I informed job I outstanding charge card I known charge sooner I reached Then I get message saying able locate charge send posted date transaction description amount type account I already sent PDF information gave information Then I received another message saying able make fare adjustments trips completed days also asked How I make fraudulent claim I received message closed ticket I responded manager call I received response days I frustrated Uber I reimburse job ride I take Uber ca even locate charged lot money principle Uber done right refunded charge instead sending generic messages Now I use Lyft business trips I want happen
282,283,Uber JFK pools airport passengers going Manhattan Not take airport passenger local passenger going miles adding minutes trip get main route city
283,284,I Uber driver I want comment I try cancel I plenty riders I show destination ready I usually call minutes time way I wait I whose phone goes voice mail I waited minutes come I cancel Uber drivers get paid wait min rider cancels happened pissed especially long trip Riders need outside time call Uber driver I never canceled due destination better yet wants maybe drive I long distance upon arriving rider cancel get paid No excuse
284,285,I recently booked Uber I catch train The driver agreed come I continuously called directed location After mins waiting cancelled I missed train Uber charges cancellation every time time customer suffers driver cancellation Who going refund amount Uber worst experience I continues happen every time I ride
285,286,My family recently visited NYC dad great luck using Uber cities past get cab easily took Uber quite times day trip Some trips great okay one beyond bad We traveling near Times Square Battery Park reservations Ellis Island specific time We selected Battery Park drop point told driver got car dirty smelly car us New York even know Battery Park bottom Manhattan I mean really obscure location We realized getting close reason going tunnel When dad tried ask driver going tunnel really answer question spoke literally English I super glad Uber open hiring cultures everything I think drivers speak enough English communicate passengers route emerged tunnel minutes later turns Brooklyn Now I NYC I know Brooklyn NOT way Battery Park Times Square As tried explain driver clearly wrong place still confused Eventually pull GPS attempt get right place We ended get blocks Battery Park run ferry try make reservations We ended missing time Liberty Island simply driver absolutely idea To add insult injury ferry dad received email fare adjustment tolls tunnel contacted Uber quite messages finally agreed refund half fare half total included completely unnecessary toll charges This driver made completely incomprehensible mistake ruined part vacation honest little scary knew stranger car heading somewhere unknown I think Uber going send completely unprepared irresponsible drivers name need stand behind offer full refunds experiences bad
286,287,I Uber credit trying get ride month Every time I try arrange ride I get error message I hoping get assistance Uber support staff almost emails I still ca use service refuse refund They keep thanking patience I patience I also literally spent days trying get assistance maybe ride Their customer service nonexistent amazingly frustrating
287,288,I frustrated Uber days I missed bus Uber foolishness beyond control I want money back I dissatisfied able talk person instead different people email Uber app Ridiculous This started last Friday I requested Uber Uber took min Pineda came reasonable time My stop min house stupid Uber app told driver go opposite direction get rider min away therefore made miss bus So I take another Uber next bus made even later work Not I taken ride several times cost I charged The receipt even says So I request another Uber get train That another charge looks like took care one Friday So today events even better I started requesting Uber Ubers cancelled back back The Uber request went app said cancelled So I tried getting another driver driver ended showing course I miss bus I request uber train station get work late I want fares credited inconvenience Ubers caused fares I take get train time My boss threatening demotion I late week Customer work help sucks I send message charge question several different people several conversations RIDICULOUS This frustrating way deal customer issues Where customer support I wanted speak immediately I go red tape drama still one Uber called I messengered Facebook tell go app open every fare question tell dilemma incident UGH RIDICULOUS
288,289,I decided try Uber Express Pool work advertised lower fares I scheduled Uber Express Pool Monday pm pm fare pretty decent I issues Because went well I decided schedule Uber Express Pool work Tuesday time pm pm Surprisingly price When I finally got dropped home I received email receipt saying I charged surge pricing booking fee distance time took drop This absolutely ridiculous I prior consent knowledge happen I tried talking Uber Support issue demanded compensation shady marketing kept saying surge pricing occurred area higher demand around time pick IF I notified prior driver arriving I probably canceled getting Uber Pool significantly cheaper bullcrap pulled I highly dissatisfied went lack explanation Uber Support I NOT using Uber ever fear charge
289,290,I issues Uber past weeks overall I disappointed I feel time money valuable respected Uber The recent issue yesterday I ordered UberPool however charged UberX fee If look past ride history I well aware order Pool vs UberX The thing happened UberX instead Pool however I believed mistake say anything Yesterday however I careful The difference Pool UberX significant I frustrated I paid much extra fault What worse I wrote Uber Support I given generic reply even attempted fill automated blanks respond last week I wrote Uber driver asked walk minutes pickup point I lot groceries requested Uber I walk I impressed UberPool annoyed took minutes walk car It fault I put correct pickup address I ordered UberXL I believe At time I ordered ETA pick minutes However driver made wrong turn added minutes pickup time By time I wanted cancel past minutes I want charged cancellation fee I felt driver also unprofessional answer attempts contacting Once Uber Support blamed even try acknowledge concern following day I sure able find use Uber Lyft frequently primary mode transportation I faced issues Lyft past I like Uber app algorithm seem better however based experiences I know feel safer use Lyft moving forward I frustrated I losing money time Uber Lastly I List notified Flat Fares released Both times option NOT available boyfriend buy passes When I contacted Uber simply replied passes sold Not true boyfriend still purchase Uber told available every Rider Seems discriminatory
290,291,I booked UBER x car Grand Central quoted Driver way I got text said fare changed due increased demand There information app fare increase I texted driver asked much surge He texted I thought I got receipt Or TIMES fare Numerous emails late want give Courtesy credit still paid fair quotes
291,292,I ordered ride get work ETA said minutes The driver showed usually seen positive thing I ready leave yet since I thought I minutes Uber feature driver cancel trip minutes arriving destination automatically charges customer even though service provided This happened within minute time frame I originally agreed upon initial Uber request It matter principle On top customer service nearly even phone number discuss anyone You correspond email impersonal massive hassle I believe shady came across I personally never use Uber best make sure everyone I know goes competitors like Lyft steals profits It seriously REFUSED give back several emails back forth
292,293,I car never rode Uber I charged card email address card possession I able contact live person different attempts My son living another city email address card numbers history Alert address All reported avail To ride Uber never I tried emailing response They credit card information They recorded son name address another city credit card info travel history see I receive Alert PC This information reported results No live contact
293,294,I tried unsuccessfully get ride Uber My first driver cancelled without explanation My second driver took twenty minutes try find road closures Lyft able find fine using traffic app Uber charged cancellation fee second trip refuses refund despite fault The driver told cancel Uber customer service sent abrupt refusing refund closed ticket
294,295,First time using company last one Uber glitch system driver directed another address I called refused come pick location Uber charged fee canceling I ordered service second time The driver issue He sent another place I walk one block Upon arrival showed Uber sending place I driver barely spoke English almost impossible communicate He know area took wrong way actually opposite I arrived late I overcharged waiting time I wait I charged due incompetent system also ride quoted ended They overcharged waiting time fault time driver fault since know get destination I never use dispute charges addition make reports involved government agencies
295,296,I contact Uber several times different matters one I purchased Uber gift card using rides uber charged credits account also charged bank account They returned rides back account except one No matter many times I contacted still given back money I also issue gift card purchased make account matter many times I contact using email helpline still put account It turns service worth trouble phone number customer
296,297,I informing issues occurring using services My girlfriend uses uber days week go school work day However noticed lately uber drivers keep canceling rides It say arriving mins however far get close cancel ride request another trip available takes sometimes mins even get another person accept cases late work school several times due cancellations uber drivers So resort getting lyft instead I understand sometimes things come might cause cancellation however working business getting paid provide service transportation people I believe multiple people multiple times cancel looks good company Word mouth goes long way company prevent drivers canceling make something come pocket couple dollars make cancellation encourage drivers cancel Simply people girlfriend I rely uber means transportation used daily I know many issues look help either side yalls drivers If people go somewhere else transportation Uber loses money means money provide people jobs So uber needs step game Start making convenient thing drivers If sign job accept drive backing option
297,298,My Uber account hacked Monday Russia I tried every avenue contact Uber phone email longer active They say log impossible due hack Have replied every bill get Russian answer I suspect auto Did get email changed password No reply email either They reversed charges keep coming Tuesday night today My provider confirms cell phone hacked credit card hacked Uber charges More charges reappear fast credit I suffer financial loss due credit card protection apparently one Uber cares I know small large hack word news Beware watchful care Check card use Uber daily Not sure Uber continues provide service clearly know fraudulent reversal emails coming Uber Russia Uber please pay attention securing data act hack immediately
298,299,Do I give One star I tried schedule ride thru Uber app said request failed app let redo ride request I went ordered ride Lyft The driver Uber showed I took ride cancel Lyft ride I charged canceling I like credited five dollars I pay Lyft ride I cancel
299,300,I picked ride Atlanta airport supposed UberX Uber stated standards UberX car But I ride FRONT SEAT red I hold luggage lap small And worst driven somehow know operate GPS He said Sorry I know use updated system For half ride GPS kept trying redirect us back house starting point I try figure operate system Which I paid It incredibly halfway ride realized properly started ride So I ca even sure final rate determined It said ride I live airport I contacted Uber promptly experience received marked resolved However nothing resolved I issued refund When I followed trip asked state driver vehicle match app I know Do vet drivers They issued refund immediately I disputed charge credit card company filed BBB complaint I plan treated poorly I scary experiences bad Uber drivers last It worth jeopardizing safety sanity save cab ride You get pay people pros I want pro driving Atlanta traffic
300,301,I wanted know Customer Rating displayed Uber app What related So based rating drivers authority cancel booking Or show customer keep quiet unsatisfied experience I mean give rating drivers give us rating From point view customer chance rate driver useful customers selecting cab But case I wanted know providing drivers rate us So case Uber drivers asking us give rating also ask give rating So I mean correct For reason I uninstalled Uber app I using app As per drivers may give rating confidential company data It displayed driver If case customer aggressive based rating given driver company right block booking ride
301,302,So I away Vegas I called Uber daughter Los Angeles pick school take home I done tons times Uber The school minutes miles away It straight street So I see charge dollars I look I see Uber driver picked daughter drove past house took minutes way took back home So I say mistake I dispute No way minutes ride dollars I picked Uberpool The driver picks second person DOWN THE STREET FROM MY HOUSE goes gets freeway My daughter let know going wrong direction still take second person home bring back Making minute ride first dispute I get Thanks reaching We reviewed trip already adjusted estimate account route taken We sending updated receipt see adjustment took place Refunds generally take business days Let us know questions That brought total dollars So I happy I let know way I overpaying mistake part Because Overcharge customer make sure still make profit Because driver messed clearly This second response Your driver let us know trip recorded incorrect pickup points With mind adjusted fare reflect actual trip driver compensated full service provided If information provide us trip please feel free let us know help Thank So I said I send incorrect pickup locations I never problem I called Uber phone pick daughter I many times times I sure I used flat rates brought trips month least So sudden location last response Uber Your uberPOOL fare destination set request pickup Fares vehicle options like uberX UberBLACK calculated arrive destination With uberPOOL always know guaranteed fare ride In case able make adjustment fare You receive updated receipt new fare breakdown Moving forward please use correct destination requesting pickup order see accurate upfront fare help us match riders heading direction We appreciate understanding Thanks getting touch So I told getting price I never use services Because first time happened And tell make sure I right locations last months I never problem But said driver made mistake Here refund overpayment nice But I thanked service I using ever
302,303,Multiple experiences Uber India via email convinced staff competence training level provided Uber India internal group frames processes non US countries SUCK BIG TIME I used US sparingly mostly airport trips Never issue promptness billing quality ride Ride quality one expects clean vehicles pricier rides Nopes Many stink worse public transport Billing despite using credit card multiple previous occasions I told ca charge use CC Ola problems In every email interaction respond one boilerplate replies They NEVER read actual comment complaint I suspect use automated software look canned common keywords system generates appropriate automatic reply If Ola improves overall Uber history India
303,304,I contacted Uber driver canceled late causing miss appointment take I took taxi last minute still late Wish I called taxi start
304,305,I drove Uber months Tucson Riders bunch crybabies leave star review let drink coffee car Uber fostered mentality feedback system giving rider disproportionate amount power It common rider disrespectful abusive Riders Never tip Getting paid cents per mile nothing put traffic congestion unreasonable riders canceled rides wear tear vehicle increased insurance rates long waits airport drunk riders etc Go Uber website find mention expenses involved using vehicle ridesharing mainly maintenance depreciation YOU ARE NOT BEING COMPENSATED FOR THIS AND UBER DOES WANT DRIVERS TO KNOW THIS This dirty little secret rideshare business There reason drivers longer Uber months ANY job better ridesharing
305,306,Been charged extra ride Not one spot time hilarious disgusting I professional When I look bank statement overcharge many times one day From charges debit card value almost I new Uber I dissatisfied Outcome usually much every trip I make banker Stay mad But I see I charging one day times It unfair Sorry I never use Uber
306,307,I requested pickup app showed minutes minutes minutes I cancelled decided get bus While waiting bus stop blocks away driver called said I told I left asked wait couple minutes Despite fact bus blocks away find My dumb decision I let two buses pass bus arrived driver pulled told found passenger car The first thing driver new ok problem car overwhelming smell flowers breathe Then took circuitous resulted trapped downtown traffic complete opposite direction After watching another two pickups get dropped I got car middle traffic stoplight Given I I jumped underground made way home guarantee I made home faster Uber got And flower smell embedded sweatshirt Overwhelmingly strong I embarrassed next anyone Now I ca find easy link phone number complain Uber Heading Lyft
307,308,I made Uber reservation waiting several minutes driver never showed cancelled trip I issue On top Uber charged cancellation feel ridiculous I tried reserve ride charge reason high demand This seems like fake demand created Will never use UBER
308,309,Driving Uber bad experience There one enrollment office South Florida treated like cattle When become driver app always work There system allows review drives completed verify earnings Phone calls answered messages returned
309,310,I charged cancellation fee Uber driver cancelled call minutes prior arrival I tried get refund give Uber right refuse refund due driver canceling trip This downright fraudulent Driver canceling trips nothing customer I never business company
310,311,The day I took Uber physical therapy appointment I go using Uber every two weeks I using Uber year I go appointment straight home This time I overcharged dollars Uber claims I changed destination trip home Obviously driver neglected report I reached destination continued next location I charged miles Uber refuses acknowledge error numerous emails respond canned response They wo even check driver trip history And phone number speak live person They care customers I switching different company
311,312,After using Uber linked Paypal Uber account hacked I received text message Russian language If I Florida I using Uber Russia Hello Next two large charges appeared Paypal Paypal immediately rectified situation imagine actually provide phone number call Uber No The hacker changed name account password I ca log I made attempts get fixed avail Uber wo let talk anyone And ca log hosed My credentials compromised care less I ca even cancel account UBER BEWARE What scam operation Guess next steps attorney
312,313,I requested ride via Uber last week I San Diego Padres stadium kids The driver assigned claimed erroneously roads closed simply gave Roads closed No attempt establish separate meeting place I suspect got better offer another ride ditched us Took real taxi cab got I needed go I found Uber tried charge experience I disputed charge got taken credit card Not paying penny botched service I never bother Uber period You may pay cab worth added investment ensure commitment pick actually honored carried professionally unlike amateurs street
313,314,Recently I got charged cancellation fees requesting rides I request I idea got requested Uber help charged The fact I never cancelled trip requests mins apart odd customer always right want enough waive fees But And I get anyone phone email They kept sending boiler plate email investigated fees legit Terrible customer service going cost money My husband I using work personal since deleted accounts Now using Lyft
314,315,I never used company I magically got charged morning I still bed sleep It headache I went back forth disrespectful company day long trying figure card used But help matter many times I told I account kept asking account information I think wrong protect thieves work wo thing
315,316,I charged cancellation fee driver I never requested I already vehicle driver completely confused requested Pool pick people location I send Uber message explaining issue credit account NO I want credit back bank account It may seem petty I control funds Uber anyone else I explain I want refund account response accordance cancellation policy credited account I looked site nothing visibly shows cancellations credited accounts And I known policy I discontinued use Uber long time ago The fact random driver issue cancellation Uber automatically charges huge problem I officially Lyft customer I dispute bank complaints ConsumerAffairs BBB Attorney General I idea driver possible I already waiting Uber pool
316,317,While leaving Coachella festival Sunday required first go app receive pin code give driver While give name I able get license plate number California plates make model vehicle jeep Cherokee This man refused give us ride heading Indio told us give us ride going Los Angeles Orange County This worst customer service ready go home straight denied us ride make money wanted giving us ride You guys hire people care customer service deny people ride simply think worth
317,318,Me birthday girl best friend one friends went celebrate birthday The plan pitch ride back since lived direction driver drop us individually reach destination Which normally problems We dropped birthday girl blocks away turn driver refuse turn parking lot left choice stop middle street let As I got hurry I dropped keys Van I friend contact third girl drunk pick next day I contacted girl get drivers information fill lost item report driver call back since credit card used trip I waited hours one called back I Acquaintance fill another report waited another hours callback I took matters hands reach support group refused help since card used They wanted contact acquaintance fill report deal problem I want burden problems I come conclusion I seeing keys anytime soon I wish better way passengers Uber obtain lost Item without involving cardholder making difficult process I also disappointed uber driver made jumped car middle road I drinks never called back Or uber support group even trying help I clearly information
318,319,An Uber driver named Andrew driving Ford Fiesta verbally assaulted daughter mother He called several I heard commotion came see circling block second round profanity I found later used physical contact trying remove vehicle wrong stop
319,320,I recently applied drive Uber It weeks I still heard anything I clean driving record except ticket I got years back license expired I moved addresses never got letter renew due busy schedule I never even thought change license time went back forth Uber told contact background check people told contact Uber I know riding Uber often asking drivers like sign process go etc hired people expired even suspended licenses told fix start giving problem I drive I ride anymore I approved Lyft less I work financial Services go extensive background checks Never I treated way Uber treats people drive car
320,321,This company never responds Emails complaints even wrote CEO travis response The app sends error messages link goes page says Sorry find page Unfortunately Lyft operate Kansas City Missouri SOL
321,322,Uber review serve customers To delete Uber account takes days Uber Help Staffs please review history messages It make customers like scare bore Uber Let customers delete account easy creating account They also official notice email deleting account credit card informations
322,323,I vehicle inspected problem There option I via video chat I Through Uber inspection Well clue I talking I upload documents I given I told via video chat Uber get inspection right away weeks later still anything I tried get hold person verbally talk nothing Just emailing one person trying help get aggravating I think worst service far helping drivers I longer drive getting hand If want great drivers give better service comes helping
323,324,Driver never picked I charged cancellation fee He never arrived I waiting outside He never found home address I contacted Uber reply Thank getting touch We reviewed POOL trip confirm charged cancellation fee appropriately
324,325,Let honest mind paying couple ride relax back set listening music dealing traffic especially LA But Uber wo let enjoy convenience much especially recently changed policies Here example late night fun friend house time request Uber take home You request Uber Wait outside driver In phase ETA become slow minutes two scenario occur They show driver still far think yes let cancel find someone closer even Uber ask canceled one reason far eventually You got charged Maybe driver close rather cancel ride take without going way pick Let say none situation happened Here Uber find way increase charges Based time distance I confirm fare ride Uber POOL shows ride Uber increase revenue Increase profession
325,326,I using Uber many years especially consultant I used weekly work travel airports disgusted way company treated customer On I requested pickup LGA Terminal C Pickup area I attempted call driver times let know exact location Terminal C pickup area got voicemail time I waited mins see drive past requested pickup area continue drive Terminal C I trying chase without slowing attempting pull subsequent pickup areas look This driver also attempt contact proceeded cancel ride charge cancellation fee I notified Uber situation refused refund cancellation fee provide Uber credit accordance policy The fee issue I principle I charged fee At point fault cancellation driver drove past even attempt pick After multiple attempts contact Uber stopped responding messages Uber petty rather charge fee respect customer using service years I deleting app telling everyone horrible service
326,327,Be alert selecting UberPool reduced fare charged UberX Economy double fare When attempting resolve company state things adjusted fare past coupled fare correct finally conclusion driver selected trip good faith I Uber passenger many occasions never fare adjusted My fare absolutely incorrect driver selecting trip great however I wish pay much higher fare type ride I select Uber leaves customers additional help recourse dispute charges credit card company
327,328,I took UberGo taxi today morning home Tambaram office MRC Nagar I saw payment estimate around I charged Added today first Uber ride I also struggled making payment via card I payment wallet option I previously added card details payment option But payment gateway card enabled Need proper explanations authorities
328,329,On I signed new Uber customer I tried schedule ride following day knowing Uber worked I inadvertently requested Uber driver wrong day When driver profile popped I called told I inadvertently order Uber ride wrong day said driver name Javier cancel ride I trusted ride cancelled surprise another driver way home David I immediately cancelled driver suddenly confronted popup saying I charged cancellation fee I never ordered second driver I know another driver things I HATE system Uber way call speak customer service representative adequate cancellation options support screen This company SUCKS They way speak ANYBODY ANY PERSON ANYONE If new millennium business done future REALLY SUCKS I DO GET IT I DO LIKE IT AND IT IS NOT ACCEPTABLE This AWFUL COMPANY
329,330,Uber driver people work office unprofessional They pick front door drivers always canceling stuck driver cancellation fee unfair The communication complain thru email stupid It phone number dial speak someone
330,331,Concept Uber great Try finding customer service pits Once contact via messaging find ongoing conversation replies system set tag next available service rep Meaning every time send reply new service rep review conversations get rest problem Extremely time consuming parts My wife presently texting I write I patient man spent two three days going back forth relatively simple question How I add payment method account Simple right What BS management team It usually lies management
331,332,On evening March I scheduled early morning ride Uber March Dulles airport A minutes requested pickup driver called said way We noticed Uber app vehicle Dulles moving towards location The driver subsequently called cancelled pickup Since sufficient time make alternate arrangements drove vehicle airport paid two weeks parking We noticed Uber vehicle remained position Dulles area route airport Up experience pleased Uber service however rely Uber need somewhere certain time
332,333,I sure anything place go deceptive company I ca even call company It nothing app The charging practices illegal They come rules prey anyone using app I see losing app lawsuits start piling Everyone thought concept good I seeing loopholes Uber needs go
333,334,March PM realize students I drive Washington DC Stadium see concert St Patrick Day Did pee inside water bottle pee floor Disgusting Next damaged scary one people I driving April cut razors leather seat damaged also cut back seat My Suburban car new I work hard pay Uber told reimburse I send estimation later days I days stupid guy India Philippines know talking say something try argue something already agree I ca wait get customer service drivers USA Drivers aware please
334,335,I one trip last month Uber But still I get paid I contacted They liar The day I trip day I They said see partner But show Then I They said hours After hours I Now asking information I said many times I give Then ask trip I said day I job time totally vanished I gon na give trip Only I give passenger name approximate time pick address I gave Then said hours I guys playing Just tell gon na pay I Then said solved trip I already got Then I said trip I one I talking Again said hours Then I said day still guys Then answer days ca Before pay trips I care short trip one I went NJ traffic tolls I wo let go easily I spend lot times Then I said I gon na work anymore You guys cheating driver harder
335,336,Just recently signed First time good Second time route work I contacted gave refund For next Five rides work problem On sixth ride I got location short Requested ride On walking door I notice driver still told cancel get I tried I got message saying disabled account And keep getting run around sufficient credit balance Uber gift credit I money purchasing Uber gift credit one Uber assisting keep saying reactivate account I still ca used already existing credit balance sum almost No resolve four days It frustrating taxi company kinda stuff Neither Uber able treat customers without regards Phone Contact issues like This unacceptable allowed They stealing nothing done The law get involved protect consumers unprofessional people I need A resolve valued credit I ca use Wrong Wrong
336,337,Visited Orlando Florida used Uber twice Universal Studio The first day I charged second trip cost When I questioned first driver route taking advised missed exit causing take next exit completely way The second driver took direct route problem When I questioned Uber customer service explained algorithms work found fault fare I received receipt noticed total They refund difference refused acknowledge difference price first second driver even though entirely driver error After researching seem somewhat common practice Will use Lyft future
337,338,I used Uber regularly well UberEATS I loved convenience Once Today I meeting across town When I requested Uber pool cheap price I two hours next appointment I thinking take hour I WRONG The driver picked ride drove past minimum I saw little gps app provides The driver eventually started heading OTHER side town I tried calling twice make sure lost forwarded VM times never reached Eventually heads away location ETA becomes even longer I tried cancel get another driver app charged Scared I get another driver I contacted Customer service say legitimate charge driver accepted ride matter town new ETA driving past took time accept ride They choose take loyal customer Choose Lyft taxi bus hitchhike trusting money hungry scammers
338,339,I recently THREE Uber rides charged credit card charges bank originally refused When I complained Uber via I got series potted replies eventually asserting believed charges legitimate Only charges reversed bank contacting Uber fifteenth time I get explanation credit card details must acquired OUTSIDE Uber linked Uber account This NOT convincing explanation When first charge made credit card bank supposedly refused blocked charges For reason though Uber continued honour card additional rides blocked using service unpaid previous rides Also charges made credit card Uber And finally charges set credit card RECURRING charges How even possible WITHOUT kind manipulation Uber payment system For reasons I suspect serious security breach within Uber unwilling admit
339,340,I ongoing complaint Uber finally hit boiling point I taking Uber quite faithfully twice day several months pick drop locations never changed however Uber consistently changes one address every time I OK since I still getting I needed started changing quoted fees well When I called say checked information correct I emailed copies address plaque building picking still insisting I picked different address longer ride therefore higher fare The address insisting wrong Is address commuter train station The really irritating part place insisting I picked building house trains The line I keep getting asking correct price I quoted The quote based information passenger put app information incorrect revised fare charged I think I photographic proof information I putting app correct problem correcting fee charging fee quoted instead keep telling information I put incorrect I fed Uber considering switching Lyft since area I rather pay higher fee someone quoting higher fee right bat using bait switch technique change fee pay bait switch
340,341,I requested Uber ride I never received charged I tried get another ride place ride trying charge There one talk You email hear something back one contacted yet I heard good things Uber I never use services
341,342,Cell left vehicle April visiting Colombia Only way contact UBER asking help web page Driver answer UBER contact driver I left several messages immediately next following days UBER answered messages days later Driver called days later indicating cellular UBER said
342,343,It happened times row I scheduled ride drivers never showed I travel regular basis I schedule ride night airport thinking I time Uber I missed flight times never got refunded plane fare I sent email stating complaint The first time never got back March morning Same thing happened today Also I flight The first driver never showed Called stating late mins away Instead min I missed flight airport When I asked I scheduled ride night stated IT NOT HIS job time told called nearest driver thing Happened I trust Uber I choice show The driver name The second driver I scheduled ride today also unprofessional rude Called supposed min ago half hour still He stated missed exit wo able make What hell I trust Uber services Will never book Well care less lot business app based business Their service good seem like fraud If charge dollar fee many people charging making thousands money everyone NOT REFUNDING What I point This FRAUD Drivers canceling charging Uber reliable making much money They care customers I submitted complaint last time No one responded Do number call They app based horrible service Driver name NABIN driving TOYOTA VENZA plate Do trust driver Charged money never gave back Very upset situation Someone NEEDS TO TAKE ACTION ON THIS
343,344,I live SF I NOT use Uber Lyft anymore rude driver behavior I found many drivers companies follow basic courtesy least pulling road pickup drop And I mean curb space mere feet away In fact I saw driver pick passenger middle intersection granted way intersection He block traffic often case Both companies need list customer driver stop closest parking road location And drivers need pull OFF roadway
344,345,I used Uber really expensive Their app got problem I contact driver way every time I try contact directs Uber Help I believe nobody help You never call Uber talk somebody sounds like whole thing software machine controlled If chance cancel ride charge They screwing taxi drivers better Where I live UberX nonsense expensive Uber They making tons money stupid application system therefore I deleting app
345,346,They deducted total Rs short distance ride showed Rs booking cab They first deducted Rs Paytm account ride completed March around pm Then I complained customer care next day told adjusted fare rest refunded back days deducted Rs Paytm March morning I take ride So total Rs deduction happened Now days I inquired asking money told longer route refund processed While I take longer route asking Also saying money adjusted update refund Such cheat
346,347,I NYC last night Wed friend I came helicopter departing later way I never requested ride Nothing phone showing I But missed calls voicemail pm pm I called back said need charge cancel fee showing This scam evidence phone I ever requested ride I contact Uber said legitimate charge
347,348,Uber lose race Ola eventually The negative news find themself surrounded soon bring I give much negative news I recently March witnessed lack customer care The Uber cab requested reach Ramaiah Hospital pm He refused pick aunt wheelchair She released hospital full recovery aged want walk He zoomed away style What moron expect customer calls hospital We called reliable trustworthy Ola reached home sound safe In process Uber lost potential base least customers relatives shared incident decided stay away Uber
348,349,Had difficulty figuring app Phone result cancel trip soon I entered address I entered home place I going came wrong I notice I booked ride Soon I realized error I canceled trip I actually error several time canceled ride I made several errors trying schedule future pickup time cancel ride When I finally figured App tried reschedule ride I got message ERROR Too many cancellations Please retry requesting later When I messaged UBER kept asking send screenshot phone I showing error message I sent actual error message After several emails finally said I reinstated That true I kept getting message I finally gave since I schedule future pickup day time
349,350,A week ago I tried Uber hotel near LAX I told car mins driver called cancelled A second one I got cancellation message However I charged I reported I get credit This happened NYC Complained I got credit I never able use In business called scam In future I use cab least I get charged
350,351,I requested Uber We going uptown I live miles downtown Nashville My rate quoted We used Uber back I checked bank account next day surprise Uber charged going Nashville coming back When I inquired I basically given runaround telling I put different address went Once I showed Google mileage receipt I printed Uber showing I put correct address changed It demanding night fares went That really funny girl drove us said slow night Uber overcharged tried lie I never use Uber
351,352,I using Uber couple years I use UberPool least week I recently requested ride home babysitting pretty upset I charged I agreed honor initial price The price I told I got home I saw The driver miss exit add time distance I figured I explain customer service refund difference fault I hope driver intentionally They standing charged I pretty heated I going start use Lyft much possible even though little expensive I super disappointed customer service
352,353,I woke one day find someone ordered ride using account Philadelphia I asleep New York Naturally I changed password sent email Uber support team look issue They look issue whatsoever issue refund failed provide number call I speak representative Apparently someone steals information poorly protected uses money pay ride Uber cares someone paid ride This place I file complaint
353,354,I ridden Uber times time drivers new America speak English When I want make sure I get English speaking driver I way call UBER It easier pay local cab dollars known drivers I deleted Uber
354,355,I UBER driver lingers front apartment window sometimes headlights shining apartment He lurks hours day night I called police contacted UBER nothing done UBER response We address nonrider complaints He drives white Lexus LA license Complain ever get creepy driver
355,356,Requested pickup Seattle March request accepted minute ETA I placed pin exactly I standing visible spot sidewalk easy access Watched driver drive around Uber app never coming closer blocks After minutes message popped apologizing inconvenience DRIVER cancelled made late dinner reservation Adding insult injury I also saw charged cancellation fee I immediately disputed many exchanges I explained happened also pointed driver far exceeded minutes past minute ETA entitled ME cancel per THEIR OWN POLICY promise credit future needs understand use Uber pay upfront guarantee show THEY driver claim pickup point still charged fee It seems problem easily eliminated requiring rider provide driver random authorization code provided rider Uber app order get paid They also avoid missing rider disputes simply matching driver cancellation like caution rider pickup location If locations close proximity case blocks away know DRIVER one improperly cancelled fee charged I recommend anyone use service without understanding may get picked still charged
