"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
9935,"city_142",0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Funded Startup","2",56,0
3350,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","never",7,1
6792,"city_57",0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","50-99","Pvt Ltd","2",100,0
31313,"city_67",0.855,"Male","No relevent experience","Full time course","Graduate","STEM","7","5000-9999","Pvt Ltd","1",38,0
21348,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","<1","10/49","Early Stage Startup","1",324,1
7454,"city_160",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","15","50-99","Pvt Ltd",">4",16,0
26594,"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM","20","1000-4999","Public Sector","1",43,1
28520,"city_71",0.884,"Other","Has relevent experience","Part time course","Masters","STEM",">20","10/49","Funded Startup","2",5,0
3655,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd","never",84,0
14482,"city_45",0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","50-99","Pvt Ltd","1",20,0
26775,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",114,0
1906,"city_90",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","<10","Pvt Ltd","1",78,0
822,"city_57",0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd","4",43,1
25049,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",24,0
29258,"city_84",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","<10","Pvt Ltd","1",73,0
18899,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","50-99","NGO","never",232,0
5774,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd",">4",11,0
16516,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","2",94,1
16579,"city_27",0.848,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","100-500","Funded Startup",">4",110,0
24829,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","Humanities","3","10000+","Pvt Ltd","1",133,1
28639,"city_61",0.9129999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Funded Startup","4",42,0
33155,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","<10","Pvt Ltd","2",62,1
4548,"city_94",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Pvt Ltd","1",40,0
8438,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","7","5000-9999","Pvt Ltd","1",41,1
31631,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",29,0
20172,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",52,0
9006,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","never",87,1
25010,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","500-999","Pvt Ltd","never",81,1
6457,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",49,1
30404,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",50,1
31612,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","10000+","Pvt Ltd","2",14,0
6148,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","3","10000+","Pvt Ltd","1",78,1
6535,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","500-999","Pvt Ltd","1",100,1
20638,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","100-500","Pvt Ltd","1",40,1
29912,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","<10","Pvt Ltd","1",214,0
4821,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd",">4",314,1
26644,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","1000-4999","Pvt Ltd","1",202,0
25382,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","Other","10","10000+","Pvt Ltd","4",45,1
28955,"city_103",0.92,"Male","No relevent experience","Part time course","Graduate","Humanities","<1","500-999","Pvt Ltd","1",13,1
21556,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","1",51,1
31770,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","10000+","Pvt Ltd","1",58,1
11748,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","No Major","8","100-500","Pvt Ltd",">4",54,0
25616,"city_149",0.6890000000000001,"Male","Has relevent experience","Full time course","Masters","STEM","19","<10","Funded Startup","1",54,0
26447,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",48,1
2857,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","5000-9999","Pvt Ltd","2",89,0
19206,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","50-99","Public Sector","1",15,0
22258,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","Other","5","10/49","Pvt Ltd","2",70,0
14726,"city_114",0.9259999999999999,"Male","Has relevent experience","Part time course","Graduate","STEM","15","<10","Pvt Ltd",">4",83,1
15334,"city_99",0.915,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10000+","Public Sector","2",68,1
30827,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10/49","Pvt Ltd","2",84,1
1951,"city_74",0.579,"Male","No relevent experience","no_enrollment","Masters","STEM","5","50-99","NGO","1",89,1
24882,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","1",10,1
21357,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","never",30,1
8716,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","10000+","Pvt Ltd","1",77,0
19546,"city_57",0.866,"Male","Has relevent experience","Full time course","Graduate","STEM","5","100-500","Pvt Ltd","1",48,1
32092,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",55,0
549,"city_80",0.847,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10000+","Public Sector","1",10,1
25733,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","15","10/49","Funded Startup","4",152,0
4164,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","500-999","Pvt Ltd",">4",100,0
18662,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",56,1
1557,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","10000+","Pvt Ltd","1",31,0
2474,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",81,0
4033,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","2",32,0
16482,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","2","10000+","Pvt Ltd","2",41,1
5687,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","1",20,0
981,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","2",54,0
10294,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","4","100-500","Pvt Ltd","4",4,1
32347,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd",">4",62,1
26360,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","16","10/49","Pvt Ltd","1",29,0
21259,"city_160",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","1","50-99","NGO","1",39,1
31741,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","1000-4999","Pvt Ltd","2",42,0
19569,"city_144",0.84,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","100-500","Pvt Ltd","1",6,1
8770,"city_84",0.698,"Male","Has relevent experience","Part time course","Masters","Business Degree","2","100-500","Pvt Ltd","1",134,0
24371,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd",">4",86,0
901,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","1000-4999","Pvt Ltd","4",11,0
20521,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","1",98,1
13792,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",26,1
5210,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd","1",12,0
25281,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",2,0
17073,"city_78",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","<10","Early Stage Startup","never",24,1
30206,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","10/49","Pvt Ltd","1",26,1
14270,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","10000+","Pvt Ltd","1",10,0
13587,"city_114",0.9259999999999999,"Male","No relevent experience","no_enrollment","Graduate","STEM","1","50-99","Pvt Ltd","1",35,0
2288,"city_61",0.9129999999999999,"Female","Has relevent experience","no_enrollment","Masters","STEM","13","50-99","Pvt Ltd","2",72,1
9432,"city_98",0.9490000000000001,"Male","No relevent experience","no_enrollment","Masters","Business Degree",">20","1000-4999","Pvt Ltd",">4",165,0
9653,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",66,0
27836,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","2",24,1
2100,"city_114",0.9259999999999999,"Male","Has relevent experience","Full time course","Masters","STEM","14","1000-4999","Pvt Ltd","1",12,0
27388,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","1",108,1
2533,"city_162",0.767,"Male","Has relevent experience","Full time course","Graduate","STEM","4","500-999","Pvt Ltd","1",48,0
12634,"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","<10","Pvt Ltd","2",114,1
26319,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","1000-4999","Public Sector","1",47,0
24370,"city_30",0.698,"Male","Has relevent experience","Part time course","Graduate","STEM","9","10/49","Funded Startup","1",44,0
24566,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",56,0
14690,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",135,0
3878,"city_103",0.92,"Male","Has relevent experience","Full time course","Masters","STEM","6","10000+","Pvt Ltd","3",55,0
14864,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","13","1000-4999","Public Sector",">4",28,0
17615,"city_28",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10/49","Pvt Ltd","1",29,0
10291,"city_1",0.847,"Female","Has relevent experience","no_enrollment","Graduate","Other","14","<10","Pvt Ltd","2",20,0
25379,"city_114",0.9259999999999999,"Male","No relevent experience","no_enrollment","Masters","Humanities","2","100-500","Public Sector","2",30,1
28601,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","1",60,0
15042,"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","No Major","4","10000+","Pvt Ltd","1",39,1
29576,"city_160",0.92,"Male","No relevent experience","Part time course","Graduate","STEM","14","10000+","Public Sector",">4",50,0
32704,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","1",15,0
2203,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","4","10000+","Pvt Ltd","4",50,1
22242,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","5000-9999","Public Sector",">4",56,1
32208,"city_64",0.6659999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10/49","Funded Startup","1",78,0
4923,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",59,1
10544,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd","4",4,1
10673,"city_159",0.843,"Female","Has relevent experience","no_enrollment","Graduate","STEM","13","<10","Pvt Ltd","4",44,1
18349,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","Other","3","10000+","Pvt Ltd","2",13,1
22522,"city_61",0.9129999999999999,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","50-99","Early Stage Startup",">4",19,0
15134,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","<10","Pvt Ltd","1",44,0
8493,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","never",106,0
2205,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","never",56,1
9223,"city_21",0.624,"Female","Has relevent experience","Full time course","Graduate","STEM","2","<10","Early Stage Startup","2",89,1
28760,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","5000-9999","Pvt Ltd","1",50,1
21307,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","2",124,0
10077,"city_67",0.855,"Male","Has relevent experience","Full time course","Graduate","STEM","10","<10","Early Stage Startup","1",48,0
31956,"city_142",0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","2",282,1
20220,"city_102",0.804,"Male","No relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","1",136,1
24496,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","500-999","Pvt Ltd",">4",163,1
26878,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10/49","Funded Startup","2",9,1
11779,"city_71",0.884,"Male","No relevent experience","no_enrollment","Masters","STEM","11","5000-9999","Pvt Ltd",">4",51,0
1164,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","3","100-500","Pvt Ltd","1",58,0
27618,"city_104",0.924,"Male","No relevent experience","Full time course","Masters","STEM","9","100-500","Public Sector","1",45,1
25772,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Phd","Arts","1","50-99","Funded Startup","1",62,1
30752,"city_158",0.7659999999999999,"Female","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","4",8,0
31322,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Masters","STEM","19","10000+","Pvt Ltd","1",332,0
28749,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","100-500","Funded Startup","1",82,0
9018,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",91,1
3591,"city_114",0.9259999999999999,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","5000-9999","Public Sector",">4",33,1
20124,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","1",28,0
19838,"city_114",0.9259999999999999,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",22,0
28352,"city_131",0.68,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","1000-4999","Pvt Ltd","1",21,0
24280,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","500-999","Pvt Ltd","1",218,0
5987,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd",">4",12,0
24450,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","No Major","14","1000-4999","Pvt Ltd","1",96,0
17731,"city_77",0.83,"Male","Has relevent experience","Full time course","Graduate","STEM","14","100-500","Pvt Ltd","1",136,0
21174,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",63,0
4183,"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM","10","10000+","Pvt Ltd","1",55,0
32878,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","10000+","Pvt Ltd","3",26,0
8932,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Funded Startup","2",10,1
25317,"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","3",198,1
17560,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd",">4",100,1
26001,"city_7",0.647,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","500-999","Pvt Ltd","1",18,0
3625,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities",">20","50-99","Pvt Ltd","1",30,0
32206,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","2","50-99","Pvt Ltd","2",43,0
18892,"city_103",0.92,"Male","Has relevent experience","Full time course","Masters","STEM","15","50-99","Pvt Ltd","2",166,0
7016,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","2",14,1
25987,"city_103",0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM","19","10000+","Public Sector","4",52,1
1520,"city_75",0.9390000000000001,"Female","No relevent experience","no_enrollment","Graduate","Humanities","8","10/49","NGO",">4",74,0
11771,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","7","10000+","Pvt Ltd","3",87,1
13083,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd",">4",29,0
10609,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10/49","Pvt Ltd",">4",24,0
3328,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd",">4",27,0
30945,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","1000-4999","Pvt Ltd","1",28,1
31942,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","10/49","Funded Startup","2",45,0
33203,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","12","100-500","Pvt Ltd",">4",40,0
1848,"city_21",0.624,"Male","Has relevent experience","Part time course","Masters","STEM","9","10000+","Pvt Ltd","4",36,1
8952,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","4","50-99","Pvt Ltd","1",23,1
27260,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","500-999","Pvt Ltd","1",95,1
24708,"city_11",0.55,"Male","Has relevent experience","Full time course","Masters","STEM","4","100-500","NGO","2",37,1
31323,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",40,0
13563,"city_11",0.55,"Male","Has relevent experience","Part time course","Masters","STEM","7","10/49","Pvt Ltd","2",45,1
30790,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","500-999","Pvt Ltd","2",10,1
6004,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","1",10,1
6810,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","2",6,1
3465,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Humanities","3","<10","Pvt Ltd","3",13,0
22463,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","100-500","Pvt Ltd","4",104,1
24913,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","9","10000+","Pvt Ltd","1",58,1
2075,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","1","10000+","Pvt Ltd","1",11,1
8599,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Funded Startup","2",11,0
12921,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","2","1000-4999","Pvt Ltd","1",75,1
32830,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",20,1
20981,"city_61",0.9129999999999999,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","2",3,1
31227,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","10000+","Pvt Ltd","1",298,1
1285,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","100-500","Pvt Ltd","never",3,0
10402,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd",">4",134,1
12504,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10/49","Funded Startup","2",83,1
6201,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10/49","Funded Startup","2",37,1
9784,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",9,0
14930,"city_10",0.895,"Male","No relevent experience","Full time course","Masters","STEM","10","100-500","Public Sector","2",94,0
614,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd","1",16,0
14811,"city_114",0.9259999999999999,"Male","Has relevent experience","Full time course","Graduate","STEM","16","10000+","Pvt Ltd","1",32,1
3000,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Arts","3","<10","Funded Startup","1",18,0
15767,"city_136",0.897,"Male","Has relevent experience","Part time course","Graduate","STEM","4","100-500","Pvt Ltd","3",40,0
32043,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","10","50-99","Pvt Ltd","2",61,1
11619,"city_21",0.624,"Female","No relevent experience","Full time course","Graduate","STEM","3","500-999","NGO","1",53,1
5340,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","10000+","Pvt Ltd","never",109,0
28187,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",26,0
715,"city_103",0.92,"Female","Has relevent experience","Part time course","Graduate","STEM","8","100-500","Pvt Ltd","1",40,1
19824,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","1000-4999","Pvt Ltd",">4",21,0
29593,"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",202,1
29441,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","4",99,1
17310,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd",">4",14,0
10631,"city_21",0.624,"Male","No relevent experience","Full time course","Masters","Other","1","50-99","Pvt Ltd","never",20,1
6124,"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",16,1
1315,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","2",188,1
1922,"city_19",0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd",">4",88,1
19687,"city_90",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd","4",50,0
14198,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",170,0
689,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd",">4",27,1
14381,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",19,1
27018,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","<10","Pvt Ltd","3",78,1
27849,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","500-999","Pvt Ltd","1",134,1
23104,"city_98",0.9490000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","500-999","Public Sector","4",5,0
4686,"city_61",0.9129999999999999,"Other","Has relevent experience","Part time course","Graduate","STEM","7","10000+","Pvt Ltd","1",145,1
22052,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","1000-4999","Public Sector","1",45,0
1698,"city_143",0.74,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","1",58,1
14017,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",15,0
4585,"city_28",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",24,0
31793,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","14","10000+","Pvt Ltd","1",11,0
14640,"city_90",0.698,"Male","No relevent experience","Part time course","Masters","STEM","5","10000+","Public Sector","1",328,1
33318,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","100-500","Pvt Ltd",">4",91,1
4318,"city_41",0.8270000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",10,0
1944,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","<10","Early Stage Startup","1",23,1
12566,"city_114",0.9259999999999999,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","10/49","Early Stage Startup",">4",36,0
32935,"city_53",0.74,"Male","No relevent experience","no_enrollment","Masters","STEM","14","1000-4999","NGO","1",196,1
4580,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10/49","Early Stage Startup","1",79,1
21170,"city_75",0.9390000000000001,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd","3",14,1
14572,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Public Sector","4",33,1
18549,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10000+","Pvt Ltd","3",176,1
6517,"city_19",0.682,"Male","No relevent experience","no_enrollment","Graduate","STEM","3","100-500","NGO","never",113,0
7323,"city_118",0.722,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","<10","Early Stage Startup","1",50,1
31125,"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","Humanities","3","10000+","Pvt Ltd","1",22,0
10670,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Pvt Ltd","1",78,1
26136,"city_67",0.855,"Male","Has relevent experience","Part time course","Graduate","Business Degree","2","5000-9999","Pvt Ltd","2",42,0
21481,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","3",164,1
