ID,Marital_Status,Gender,Yearly_Income,Children,Education,Occupation,Home_Owner,Cars,Commute_Distance,Region,Age,BikeBuyer
12498,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,No
24030,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,36,Yes
14647,Married,Male,60000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,39,Yes
17885,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Yes
21146,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,Yes
28538,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,No
21391,Married,Female,40000,0,Partial High School,Clerical,No,2,1-2 Miles,Pacific,52,No
11801,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,No
24109,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
18528,Married,Male,70000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
14758,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,No
20265,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No
13523,Single,Female,10000,0,High School,Manual,Yes,2,0-1 Miles,Pacific,30,No
12064,Single,Male,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,62,No
23352,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes
11597,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No
20544,Married,Male,70000,1,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Yes
15865,Single,Female,40000,4,High School,Skilled Manual,Yes,3,10+ Miles,North America,35,Yes
19552,Married,Female,70000,4,Graduate Degree,Professional,No,2,0-1 Miles,North America,48,No
11281,Single,Female,110000,2,Bachelors,Management,Yes,4,5-10 Miles,North America,43,Yes
13472,Married,Male,80000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes
13952,Married,Male,90000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,No
16025,Married,Male,10000,1,Partial High School,Clerical,Yes,2,1-2 Miles,Pacific,61,Yes
12287,Single,Male,10000,0,Partial College,Manual,No,2,0-1 Miles,Europe,54,Yes
28113,Single,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes
11731,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,No
22263,Married,Male,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,No
17315,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Yes
19100,Married,Male,100000,5,High School,Management,Yes,3,10+ Miles,Pacific,35,No
27175,Single,Male,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,34,Yes
14164,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,37,Yes
15277,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,32,No
17601,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
22763,Single,Female,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,58,No
17498,Single,Male,20000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,26,Yes
27035,Single,Female,20000,0,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,No
20027,Married,Female,60000,5,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
28172,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Yes
25558,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Pacific,26,Yes
20826,Single,Female,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,45,Yes
17180,Married,Male,70000,3,Partial College,Professional,Yes,1,2-5 Miles,North America,52,No
25714,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes
16183,Single,Female,60000,3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,42,No
18628,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No
22466,Single,Male,20000,1,Partial College,Manual,No,1,1-2 Miles,Europe,39,Yes
24931,Single,Female,40000,0,High School,Professional,Yes,2,5-10 Miles,North America,69,No
14902,Married,Female,40000,0,Partial College,Clerical,Yes,1,1-2 Miles,North America,50,Yes
18956,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,44,Yes
25443,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
22248,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,37,Yes
11617,Single,Male,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Yes
21115,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,29,No
21280,Single,Male,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No
11702,Single,Female,60000,2,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,No
20853,Married,Male,30000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Yes
18520,Married,Male,110000,2,Bachelors,Management,Yes,3,1-2 Miles,North America,40,No
29196,Married,Male,90000,0,Bachelors,Professional,Yes,0,2-5 Miles,Pacific,40,Yes
22344,Married,Female,30000,0,High School,Clerical,Yes,1,1-2 Miles,North America,51,Yes
17654,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Yes
14389,Married,Male,60000,1,Bachelors,Management,Yes,0,2-5 Miles,North America,59,No
16976,Single,Female,60000,3,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,40,Yes
28555,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Yes
13220,Married,Female,70000,1,Bachelors,Management,Yes,1,10+ Miles,North America,60,Yes
13404,Married,Male,130000,4,Partial College,Professional,Yes,2,0-1 Miles,Europe,48,Yes
26399,Married,Male,120000,4,Bachelors,Management,Yes,4,10+ Miles,Europe,60,Yes
27448,Single,Male,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,41,Yes
26943,Single,Female,10000,1,High School,Manual,No,2,0-1 Miles,Europe,36,No
25620,Married,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,No
13726,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,52,Yes
21260,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
22399,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Pacific,26,Yes
14734,Married,Male,30000,0,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,53,Yes
29307,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,43,No
15152,Married,Female,110000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,35,Yes
23004,Married,Male,130000,0,Graduate Degree,Management,Yes,3,0-1 Miles,North America,38,No
15130,Single,Male,90000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,Yes
13067,Single,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Yes
14693,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No
29049,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
15172,Single,Female,30000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
15597,Married,Male,90000,0,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Yes
17570,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
15258,Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,No
19696,Married,Male,120000,3,Partial College,Professional,Yes,4,5-10 Miles,North America,44,Yes
26908,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No
17295,Married,Male,90000,0,Bachelors,Professional,Yes,0,2-5 Miles,Pacific,40,Yes
28774,Married,Female,30000,0,High School,Clerical,Yes,1,2-5 Miles,North America,52,Yes
26049,Married,Male,60000,0,High School,Professional,No,2,1-2 Miles,North America,50,Yes
15993,Married,Male,60000,0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
16541,Single,Male,20000,1,Partial College,Manual,No,0,1-2 Miles,Europe,45,Yes
12547,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Yes
27476,Single,Female,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
29381,Married,Male,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,Yes
16551,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
12013,Single,Female,30000,0,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,53,Yes
28002,Single,Female,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,No
13882,Single,Female,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,39,Yes
24691,Married,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,No
26358,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,80,No
26000,Single,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,46,No
12950,Single,Female,50000,5,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Yes
19011,Married,Female,70000,2,Partial College,Professional,Yes,1,1-2 Miles,North America,56,No
11352,Married,Male,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,66,No
12367,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,No
24857,Married,Female,130000,4,High School,Professional,Yes,4,0-1 Miles,Europe,52,No
15360,Married,Male,110000,2,Graduate Degree,Management,Yes,1,1-2 Miles,North America,73,No
15569,Married,Female,80000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,48,Yes
17028,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Yes
15833,Single,Female,60000,0,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,63,Yes
24305,Single,Male,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,47,Yes
28838,Single,Female,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes
12616,Single,Female,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,37,No
14713,Single,Male,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,36,Yes
18794,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes
24213,Single,Male,10000,0,Partial College,Manual,No,2,0-1 Miles,Europe,55,Yes
12660,Married,Female,80000,1,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,59,No
11698,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,No
28070,Single,Male,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes
25215,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,43,Yes
25660,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Yes
14469,Married,Female,100000,2,Partial College,Professional,Yes,4,1-2 Miles,North America,45,No
18679,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,Yes
26427,Single,Female,70000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,29,No
17727,Married,Female,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,27,No
16088,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,39,No
19149,Single,Male,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,42,No
12951,Single,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,No
11861,Married,Female,70000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
12049,Single,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,38,No
11577,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Yes
11170,Married,Female,90000,4,Bachelors,Management,Yes,1,0-1 Miles,North America,38,No
16669,Single,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
22432,Single,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes
12341,Married,Female,80000,0,Bachelors,Professional,Yes,2,10+ Miles,Pacific,30,Yes
19608,Married,Male,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,41,No
13004,Married,Male,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No
11167,Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,34,Yes
23372,Married,Male,60000,2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
23893,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
14935,Single,Male,30000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,39,No
26465,Single,Female,50000,0,Bachelors,Management,Yes,2,10+ Miles,North America,65,No
13899,Married,Male,70000,5,Graduate Degree,Professional,Yes,2,2-5 Miles,North America,37,No
15227,Single,Male,70000,0,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Yes
18562,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
13253,Married,Female,130000,4,Partial College,Professional,Yes,2,0-1 Miles,Europe,48,Yes
20727,Single,Male,40000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,36,No
17303,Married,Male,60000,3,Bachelors,Professional,Yes,2,0-1 Miles,Pacific,42,No
11292,Single,Male,150000,2,Partial College,Professional,No,3,0-1 Miles,North America,45,Yes
26519,Married,Female,80000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,56,No
14444,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,No
14222,Single,Female,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,34,No
24714,Single,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No
28506,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Yes
17428,Single,Male,130000,2,Bachelors,Management,No,4,0-1 Miles,North America,44,No
21515,Married,Female,130000,4,Bachelors,Management,Yes,3,5-10 Miles,Europe,62,No
24690,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,Yes
17252,Married,Female,100000,5,High School,Management,Yes,3,10+ Miles,Pacific,34,No
13904,Married,Female,80000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
12285,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,36,Yes
14847,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,32,Yes
11662,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
25156,Single,Female,130000,1,Graduate Degree,Management,No,4,0-1 Miles,North America,41,No
14499,Married,Male,100000,3,Graduate Degree,Management,Yes,3,5-10 Miles,North America,69,No
25409,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Yes
12982,Married,Female,80000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,No
13845,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,31,Yes
19485,Single,Male,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,41,No
21514,Married,Female,110000,4,Bachelors,Management,Yes,4,10+ Miles,Europe,62,No
28394,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
18295,Married,Female,90000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No
25399,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
15664,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
27641,Single,Female,120000,3,Partial College,Professional,Yes,4,5-10 Miles,North America,44,Yes
19398,Single,Male,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,46,No
25163,Married,Female,70000,2,Partial College,Professional,Yes,0,5-10 Miles,North America,50,Yes
18268,Married,Male,60000,2,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Yes
18346,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,32,No
25884,Married,Male,40000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,56,No
12276,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,36,Yes
27248,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
22363,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,No
22694,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Yes
20254,Single,Female,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,41,No
29002,Married,Female,70000,1,Partial College,Professional,Yes,1,10+ Miles,North America,58,No
15842,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
15702,Married,Female,130000,5,High School,Professional,Yes,3,0-1 Miles,Europe,54,Yes
11103,Single,Female,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Yes
25890,Married,Female,60000,1,Partial College,Professional,Yes,1,10+ Miles,North America,56,No
16828,Married,Male,160000,4,High School,Professional,Yes,2,0-1 Miles,Europe,50,Yes
12708,Married,Female,90000,0,Bachelors,Management,Yes,2,5-10 Miles,North America,65,No
19548,Married,Female,60000,0,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes
11697,Married,Male,50000,2,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,No
18907,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes
13538,Single,Female,20000,0,Partial College,Manual,Yes,1,1-2 Miles,Europe,47,Yes
19571,Single,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,39,No
23984,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Europe,52,Yes
12787,Single,Female,70000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,50,No
15113,Married,Male,80000,2,High School,Professional,Yes,2,10+ Miles,Europe,55,No
25669,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,No
17071,Single,Female,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,41,Yes
21305,Married,Male,60000,0,High School,Professional,No,2,1-2 Miles,North America,51,Yes
12067,Single,Male,70000,0,Bachelors,Management,Yes,2,10+ Miles,North America,61,No
14991,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes
27982,Single,Male,120000,5,Partial High School,Professional,No,4,10+ Miles,Pacific,34,Yes
25942,Single,Female,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,26,Yes
26799,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
26219,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Yes
17500,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,No
11505,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,No
14350,Single,Female,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No
19338,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes
20218,Married,Male,70000,5,Bachelors,Professional,No,3,10+ Miles,Pacific,39,No
20706,Single,Female,70000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,38,Yes
26097,Single,Male,130000,3,Graduate Degree,Management,No,3,2-5 Miles,North America,71,Yes
23306,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,28,Yes
11472,Single,Male,60000,2,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Yes
11950,Married,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
25582,Married,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,Yes
14252,Married,Female,100000,3,Graduate Degree,Management,Yes,3,1-2 Miles,North America,63,No
22697,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No
25102,Married,Female,60000,3,Bachelors,Professional,Yes,0,2-5 Miles,North America,47,No
25067,Single,Female,40000,0,Bachelors,Professional,No,1,2-5 Miles,North America,42,No
11984,Married,Male,80000,1,Bachelors,Management,Yes,0,0-1 Miles,North America,49,Yes
14939,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Yes
15463,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Europe,62,Yes
16220,Married,Female,30000,0,Bachelors,Skilled Manual,Yes,1,1-2 Miles,North America,53,Yes
28170,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes
26713,Married,Female,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,No
13450,Single,Female,90000,3,High School,Professional,Yes,1,5-10 Miles,North America,45,Yes
22189,Married,Female,70000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,33,Yes
20910,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
14017,Single,Female,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,25,Yes
26162,Married,Female,60000,2,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,46,Yes
27521,Single,Male,80000,0,Bachelors,Management,No,1,2-5 Miles,North America,33,Yes
13266,Married,Male,70000,0,Partial College,Professional,No,2,0-1 Miles,North America,50,No
15753,Single,Female,70000,0,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,49,Yes
23284,Single,Male,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,No
12144,Married,Female,100000,1,Partial College,Professional,Yes,4,0-1 Miles,North America,41,No
11547,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes
25722,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,45,Yes
23286,Married,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,No
15601,Married,Female,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,38,Yes
12575,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,27,Yes
17436,Married,Male,60000,0,High School,Professional,No,2,1-2 Miles,North America,51,No
20562,Married,Female,130000,4,Partial College,Professional,Yes,3,5-10 Miles,Europe,51,Yes
20313,Single,Male,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,28,No
15027,Married,Male,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes
12579,Single,Female,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,28,Yes
17174,Single,Female,70000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,No
15663,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes
27361,Single,Female,80000,0,Bachelors,Professional,No,4,10+ Miles,Pacific,35,No
23869,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
28318,Married,Female,60000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,45,Yes
17502,Single,Male,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,52,Yes
16823,Married,Female,160000,3,Partial College,Professional,No,4,5-10 Miles,Europe,48,Yes
17679,Married,Male,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,No
18750,Married,Female,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
26638,Single,Female,70000,0,Graduate Degree,Professional,No,1,0-1 Miles,North America,47,Yes
17374,Single,Male,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,No
21969,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Yes
18212,Married,Male,90000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,35,Yes
21633,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
11187,Married,Female,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,62,No
12314,Married,Female,110000,5,Bachelors,Management,Yes,1,10+ Miles,Europe,53,Yes
11451,Single,Male,70000,0,Bachelors,Professional,No,4,10+ Miles,Pacific,32,Yes
13804,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No
19476,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes
12706,Married,Male,160000,5,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Yes
15251,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No
12709,Married,Male,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,65,Yes
24859,Single,Male,130000,5,High School,Professional,No,0,5-10 Miles,Europe,52,No
16402,Single,Male,30000,1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,No
16884,Married,Male,60000,0,High School,Professional,No,2,5-10 Miles,North America,52,No
15764,Single,Male,120000,2,Bachelors,Management,No,2,0-1 Miles,Pacific,47,Yes
26328,Single,Male,80000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
18923,Married,Female,70000,0,Partial College,Professional,No,2,0-1 Miles,North America,33,Yes
25997,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes
21913,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,No
14724,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,40,No
11104,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Yes
15479,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No
22700,Married,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,31,No
27249,Married,Female,70000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,No
18411,Married,Male,60000,0,High School,Professional,No,2,5-10 Miles,North America,51,No
13083,Single,Female,70000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,33,Yes
13208,Single,Female,70000,0,Bachelors,Management,Yes,3,10+ Miles,North America,61,Yes
18473,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
13890,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Yes
15279,Single,Male,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,No
11785,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
12837,Married,Female,20000,0,Partial College,Manual,Yes,1,1-2 Miles,Europe,73,No
15414,Married,Male,110000,4,Graduate Degree,Management,Yes,0,5-10 Miles,North America,67,No
20626,Married,Male,100000,5,High School,Management,Yes,4,10+ Miles,Pacific,35,Yes
18224,Single,Female,90000,0,Partial College,Professional,No,1,5-10 Miles,North America,42,Yes
15466,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Yes
19621,Married,Female,80000,4,Bachelors,Professional,Yes,1,0-1 Miles,Pacific,48,Yes
19110,Married,Male,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes
27858,Single,Female,10000,0,Partial College,Manual,No,1,2-5 Miles,Europe,64,No
