OrderID,UnitPrice,Quantity,Discount,StandardCost,OrderDate,ProductName,CategoryName
10516,62.5,25,0.100000001,24.7,4/24/2007,Carnarvon Tigers,Seafood
10516,9.65,80,0.100000001,22.62,4/24/2007,Jack's New England Clam Chowder,Seafood
10516,14,20,0,16.8285,4/24/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10517,7,6,0,35.75,4/24/2007,Filo Mix,Grains/Cereals
10517,55,4,0,28.535,4/24/2007,Raclette Courdavault,Dairy Products
10517,15,6,0,15.1125,4/24/2007,Outback Lager,Beverages
10518,4.5,5,0,12.6425,4/25/2007,Guaraná Fantástica,Beverages
10518,263.5,15,0,20.8,4/25/2007,Côte de Blaye,Beverages
10518,19.45,9,0,9.1,4/25/2007,Gula Malacca,Condiments
10519,31,16,0.050000001,13.8775,4/28/2007,Ikura,Seafood
10519,38,40,0,6.175,4/28/2007,Gnocchi di nonna Alice,Grains/Cereals
10519,34,10,0.050000001,8.125,4/28/2007,Camembert Pierrot,Dairy Products
10520,4.5,8,0,12.6425,4/29/2007,Guaraná Fantástica,Beverages
10520,32.8,5,0,12.675,4/29/2007,Perth Pasties,Meat/Poultry
10521,18,3,0,13.6825,4/29/2007,Steeleye Stout,Beverages
10521,9.65,10,0,22.62,4/29/2007,Jack's New England Clam Chowder,Seafood
10521,12.5,6,0,5.98,4/29/2007,Scottish Longbreads,Confections
10522,18,40,0.200000003,25.35,4/30/2007,Chai,Beverages
10522,40,24,0,11.7,4/30/2007,Northwoods Cranberry Sauce,Condiments
10522,25.89,20,0.200000003,6.2725,4/30/2007,Nord-Ost Matjeshering,Seafood
10522,18.4,25,0.200000003,63.05,4/30/2007,Boston Crab Meat,Seafood
10523,39,25,0.100000001,10.075,5/1/2007,Alice Mutton,Meat/Poultry
10523,81,15,0.100000001,16.25,5/1/2007,Sir Rodney's Marmalade,Confections
10523,26,18,0.100000001,34.45,5/1/2007,Gravad lax,Seafood
10523,9.65,6,0.100000001,22.62,5/1/2007,Jack's New England Clam Chowder,Seafood
10524,31,2,0,13.8775,5/1/2007,Ikura,Seafood
10524,25.89,10,0,6.2725,5/1/2007,Nord-Ost Matjeshering,Seafood
10524,46,60,0,26,5/1/2007,Ipoh Coffee,Beverages
10524,7.45,15,0,5.0375,5/1/2007,Tourtière,Meat/Poultry
10525,19,30,0,11.05,5/2/2007,Inlagd Sill,Seafood
10525,18.4,15,0.100000001,63.05,5/2/2007,Boston Crab Meat,Seafood
10526,18,8,0.150000006,25.35,5/5/2007,Chai,Beverages
10526,6,10,0,8.6125,5/5/2007,Konbu,Seafood
10526,38,30,0.150000006,6.175,5/5/2007,Gnocchi di nonna Alice,Grains/Cereals
10527,22,50,0.100000001,22.1,5/5/2007,Chef Anton's Cajun Seasoning,Condiments
10527,19,30,0.100000001,11.05,5/5/2007,Inlagd Sill,Seafood
10528,21,3,0,8.2875,5/6/2007,Queso Cabrales,Dairy Products
10528,2.5,8,0.200000003,9.1,5/6/2007,Geitost,Dairy Products
10528,34.8,9,0,5.85,5/6/2007,Mozzarella di Giovanni,Dairy Products
10529,24,14,0,9.75,5/7/2007,Pâté chinois,Meat/Poultry
10529,12.5,20,0,5.98,5/7/2007,Scottish Longbreads,Confections
10529,36,10,0,80.4635,5/7/2007,Gudbrandsdalsost,Dairy Products
10530,39,40,0,10.075,5/8/2007,Alice Mutton,Meat/Poultry
10530,46,25,0,26,5/8/2007,Ipoh Coffee,Beverages
10530,28.5,20,0,9.1,5/8/2007,Sirop d'érable,Condiments
10530,18,50,0,21.6125,5/8/2007,Lakkalikööri,Beverages
10531,55,2,0,28.535,5/8/2007,Raclette Courdavault,Dairy Products
10532,25.89,15,0,6.2725,5/9/2007,Nord-Ost Matjeshering,Seafood
10532,17,24,0,11.7,5/9/2007,Louisiana Hot Spiced Okra,Condiments
10533,22,50,0.050000001,22.1,5/12/2007,Chef Anton's Cajun Seasoning,Condiments
10533,34.8,24,0,5.85,5/12/2007,Mozzarella di Giovanni,Dairy Products
10533,15,24,0.050000001,19.5,5/12/2007,Röd Kaviar,Seafood
10534,25.89,10,0,6.2725,5/12/2007,Nord-Ost Matjeshering,Seafood
10534,18.4,10,0.200000003,63.05,5/12/2007,Boston Crab Meat,Seafood
10534,7.45,10,0.200000003,5.0375,5/12/2007,Tourtière,Meat/Poultry
10535,21,50,0.100000001,8.2875,5/13/2007,Queso Cabrales,Dairy Products
10535,18.4,10,0.100000001,63.05,5/13/2007,Boston Crab Meat,Seafood
10535,19.5,5,0.100000001,29.64,5/13/2007,Ravioli Angelo,Grains/Cereals
10535,55,15,0.100000001,28.535,5/13/2007,Raclette Courdavault,Dairy Products
10536,38,15,0.25,171.275,5/14/2007,Queso Manchego La Pastora,Dairy Products
10536,12.5,20,0,3.9,5/14/2007,Gorgonzola Telino,Dairy Products
10536,2.5,30,0,9.1,5/14/2007,Geitost,Dairy Products
10536,34,35,0.25,8.125,5/14/2007,Camembert Pierrot,Dairy Products
10537,12.5,30,0,3.9,5/14/2007,Gorgonzola Telino,Dairy Products
10537,53,6,0,24.7,5/14/2007,Manjimup Dried Apples,Produce
10537,13.25,20,0,9.1,5/14/2007,Escargots de Bourgogne,Seafood
10537,34.8,21,0,5.85,5/14/2007,Mozzarella di Giovanni,Dairy Products
10537,15,9,0,19.5,5/14/2007,Röd Kaviar,Seafood
10538,15,7,0,15.1125,5/15/2007,Outback Lager,Beverages
10538,34.8,1,0,5.85,5/15/2007,Mozzarella di Giovanni,Dairy Products
10539,6,8,0,8.6125,5/16/2007,Konbu,Seafood
10539,10,15,0,16.9,5/16/2007,Sir Rodney's Scones,Confections
10539,2.5,15,0,9.1,5/16/2007,Geitost,Dairy Products
10539,20,6,0,21.32,5/16/2007,Maxilaku,Confections
10540,10,60,0,11.96,5/19/2007,Aniseed Syrup,Condiments
10540,31.23,40,0,13.65,5/19/2007,Gumbär Gummibärchen,Confections
10540,263.5,30,0,20.8,5/19/2007,Côte de Blaye,Beverages
10540,12.5,35,0,5.98,5/19/2007,Scottish Longbreads,Confections
10541,4.5,35,0.100000001,12.6425,5/19/2007,Guaraná Fantástica,Beverages
10541,263.5,4,0.100000001,20.8,5/19/2007,Côte de Blaye,Beverages
10541,21.05,36,0.100000001,7.8,5/19/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10541,21.5,9,0.100000001,4.8425,5/19/2007,Fløtemysost,Dairy Products
10542,21,15,0.050000001,8.2875,5/20/2007,Queso Cabrales,Dairy Products
10542,7.45,24,0.050000001,5.0375,5/20/2007,Tourtière,Meat/Poultry
10543,38,30,0.150000006,171.275,5/21/2007,Queso Manchego La Pastora,Dairy Products
10543,9,70,0.150000006,23.4,5/21/2007,Tunnbröd,Grains/Cereals
10544,45.6,7,0,12.35,5/21/2007,Rössle Sauerkraut,Produce
10544,14,7,0,32.045,5/21/2007,Laughing Lumberjack Lager,Beverages
10545,21,10,0,8.2875,5/22/2007,Queso Cabrales,Dairy Products
10546,30,10,0,12.35,5/23/2007,Uncle Bob's Organic Dried Pears,Produce
10546,18,30,0,13.6825,5/23/2007,Steeleye Stout,Beverages
10546,49.3,40,0,52.65,5/23/2007,Tarte au sucre,Confections
10547,32,24,0.150000006,11.7,5/23/2007,Mascarpone Fabioli,Dairy Products
10547,19,60,0,11.05,5/23/2007,Inlagd Sill,Seafood
10548,14,10,0.25,6.5,5/26/2007,Sasquatch Ale,Beverages
10548,9.65,14,0,22.62,5/26/2007,Jack's New England Clam Chowder,Seafood
10549,12.5,55,0.150000006,3.9,5/27/2007,Gorgonzola Telino,Dairy Products
10549,9.5,100,0.150000006,8.45,5/27/2007,Røgede sild,Seafood
10549,53,48,0.150000006,24.7,5/27/2007,Manjimup Dried Apples,Produce
10550,39,8,0.100000001,10.075,5/28/2007,Alice Mutton,Meat/Poultry
10550,9.2,10,0,8.125,5/28/2007,Teatime Chocolate Biscuits,Confections
10550,10,6,0.100000001,16.9,5/28/2007,Sir Rodney's Scones,Confections
10550,28.5,10,0.100000001,9.1,5/28/2007,Sirop d'érable,Condiments
10551,17.45,40,0.150000006,1.625,5/28/2007,Pavlova,Confections
10551,18,20,0.150000006,13.6825,5/28/2007,Steeleye Stout,Beverages
10551,19.45,40,0,9.1,5/28/2007,Gula Malacca,Condiments
10552,36,18,0,80.4635,5/29/2007,Gudbrandsdalsost,Dairy Products
10552,7.75,30,0,28.535,5/29/2007,Rhönbräu Klosterbier,Beverages
10553,21,15,0,8.2875,5/30/2007,Queso Cabrales,Dairy Products
10553,17.45,14,0,1.625,5/30/2007,Pavlova,Confections
10553,21,24,0,2.925,5/30/2007,Gustaf's Knäckebröd,Grains/Cereals
10553,12.5,30,0,3.9,5/30/2007,Gorgonzola Telino,Dairy Products
10553,18,6,0,13.6825,5/30/2007,Steeleye Stout,Beverages
10554,17.45,30,0.050000001,1.625,5/30/2007,Pavlova,Confections
10554,9,20,0.050000001,23.4,5/30/2007,Tunnbröd,Grains/Cereals
10554,49.3,20,0.050000001,52.65,5/30/2007,Tarte au sucre,Confections
10554,13,10,0.050000001,6.175,5/30/2007,Original Frankfurter grüne Soße,Condiments
10555,23.25,30,0.200000003,4.55,6/2/2007,Tofu,Produce
10555,9.2,35,0.200000003,8.125,6/2/2007,Teatime Chocolate Biscuits,Confections
10555,4.5,18,0.200000003,12.6425,6/2/2007,Guaraná Fantástica,Beverages
10555,53,20,0.200000003,24.7,6/2/2007,Manjimup Dried Apples,Produce
10555,38,40,0.200000003,6.175,6/2/2007,Gnocchi di nonna Alice,Grains/Cereals
10556,34.8,24,0,5.85,6/3/2007,Mozzarella di Giovanni,Dairy Products
10557,33.25,30,0,18.525,6/3/2007,Wimmers gute Semmelknödel,Grains/Cereals
10557,7.75,20,0,28.535,6/3/2007,Rhönbräu Klosterbier,Beverages
10558,9.5,25,0,15.6,6/4/2007,Zaanse koeken,Confections
10558,53,20,0,24.7,6/4/2007,Manjimup Dried Apples,Produce
10558,7,30,0,35.75,6/4/2007,Filo Mix,Grains/Cereals
10558,32.8,18,0,12.675,6/4/2007,Perth Pasties,Meat/Poultry
10558,15,3,0,19.5,6/4/2007,Röd Kaviar,Seafood
10559,9.65,12,0.050000001,22.62,6/5/2007,Jack's New England Clam Chowder,Seafood
10559,24,18,0.050000001,9.75,6/5/2007,Pâté chinois,Meat/Poultry
10560,25.89,20,0,6.2725,6/6/2007,Nord-Ost Matjeshering,Seafood
10560,49.3,15,0.25,52.65,6/6/2007,Tarte au sucre,Confections
10561,19.45,10,0,9.1,6/6/2007,Gula Malacca,Condiments
10561,53,50,0,24.7,6/6/2007,Manjimup Dried Apples,Produce
10562,2.5,20,0.100000001,9.1,6/9/2007,Geitost,Dairy Products
10562,49.3,10,0.100000001,52.65,6/9/2007,Tarte au sucre,Confections
10563,19,25,0,11.05,6/10/2007,Inlagd Sill,Seafood
10563,7,70,0,35.75,6/10/2007,Filo Mix,Grains/Cereals
10564,39,16,0.050000001,10.075,6/10/2007,Alice Mutton,Meat/Poultry
10564,12.5,6,0.050000001,3.9,6/10/2007,Gorgonzola Telino,Dairy Products
10564,24,25,0.050000001,9.75,6/10/2007,Pâté chinois,Meat/Poultry
10565,4.5,25,0.100000001,12.6425,6/11/2007,Guaraná Fantástica,Beverages
10565,33.25,18,0.100000001,18.525,6/11/2007,Wimmers gute Semmelknödel,Grains/Cereals
10566,21,35,0.150000006,8.2875,6/12/2007,Queso Cabrales,Dairy Products
10566,62.5,18,0.150000006,24.7,6/12/2007,Carnarvon Tigers,Seafood
10566,18,10,0,21.6125,6/12/2007,Lakkalikööri,Beverages
10567,12.5,60,0.200000003,3.9,6/12/2007,Gorgonzola Telino,Dairy Products
10567,53,3,0,24.7,6/12/2007,Manjimup Dried Apples,Produce
10567,55,40,0.200000003,28.535,6/12/2007,Raclette Courdavault,Dairy Products
10568,31,5,0,13.8775,6/13/2007,Ikura,Seafood
10569,12.5,35,0.200000003,3.9,6/16/2007,Gorgonzola Telino,Dairy Products
10569,18,30,0,21.6125,6/16/2007,Lakkalikööri,Beverages
10570,21,15,0.050000001,8.2875,6/17/2007,Queso Cabrales,Dairy Products
10570,38,60,0.050000001,6.175,6/17/2007,Gnocchi di nonna Alice,Grains/Cereals
10571,23.25,11,0.150000006,4.55,6/17/2007,Tofu,Produce
10571,14,28,0.150000006,16.8285,6/17/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10572,17.45,12,0.100000001,1.625,6/18/2007,Pavlova,Confections
10572,32,10,0.100000001,11.7,6/18/2007,Mascarpone Fabioli,Dairy Products
10572,18.4,50,0,63.05,6/18/2007,Boston Crab Meat,Seafood
10572,7.75,15,0.100000001,28.535,6/18/2007,Rhönbräu Klosterbier,Beverages
10573,39,18,0,10.075,6/19/2007,Alice Mutton,Meat/Poultry
10573,14,40,0,6.5,6/19/2007,Sasquatch Ale,Beverages
10573,32.8,25,0,12.675,6/19/2007,Perth Pasties,Meat/Poultry
10574,2.5,14,0,9.1,6/19/2007,Geitost,Dairy Products
10574,18.4,2,0,63.05,6/19/2007,Boston Crab Meat,Seafood
10574,49.3,10,0,52.65,6/19/2007,Tarte au sucre,Confections
10574,33.25,6,0,18.525,6/19/2007,Wimmers gute Semmelknödel,Grains/Cereals
10575,55,12,0,28.535,6/20/2007,Raclette Courdavault,Dairy Products
10575,43.9,6,0,6.5,6/20/2007,Vegie-spread,Condiments
10575,34.8,30,0,5.85,6/20/2007,Mozzarella di Giovanni,Dairy Products
10575,18,10,0,21.6125,6/20/2007,Lakkalikööri,Beverages
10576,18,10,0,25.35,6/23/2007,Chai,Beverages
10576,12.5,20,0,3.9,6/23/2007,Gorgonzola Telino,Dairy Products
10576,19.45,21,0,9.1,6/23/2007,Gula Malacca,Condiments
10577,18,10,0,13,6/23/2007,Chartreuse verte,Beverages
10577,7.75,20,0,28.535,6/23/2007,Rhönbräu Klosterbier,Beverages
10577,13,18,0,6.175,6/23/2007,Original Frankfurter grüne Soße,Condiments
10578,18,20,0,13.6825,6/24/2007,Steeleye Stout,Beverages
10578,19.5,6,0,29.64,6/24/2007,Ravioli Angelo,Grains/Cereals
10579,15.5,10,0,13.975,6/25/2007,Genen Shouyu,Condiments
10579,7.75,21,0,28.535,6/25/2007,Rhönbräu Klosterbier,Beverages
10580,23.25,15,0.050000001,4.55,6/26/2007,Tofu,Produce
10580,9.65,9,0.050000001,22.62,6/26/2007,Jack's New England Clam Chowder,Seafood
10580,21.05,30,0.050000001,7.8,6/26/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10581,7.75,50,0.200000003,28.535,6/26/2007,Rhönbräu Klosterbier,Beverages
10582,19.5,4,0,29.64,6/27/2007,Ravioli Angelo,Grains/Cereals
10582,18,14,0,21.6125,6/27/2007,Lakkalikööri,Beverages
10583,123.79,10,0,29.9,6/30/2007,Thüringer Rostbratwurst,Meat/Poultry
10583,34,24,0.150000006,8.125,6/30/2007,Camembert Pierrot,Dairy Products
10583,36,10,0.150000006,80.4635,6/30/2007,Gudbrandsdalsost,Dairy Products
10584,12.5,50,0.050000001,3.9,6/30/2007,Gorgonzola Telino,Dairy Products
10585,9.5,15,0,15.6,7/1/2007,Zaanse koeken,Confections
10586,7,4,0.150000006,35.75,7/2/2007,Filo Mix,Grains/Cereals
10587,31.23,6,0,13.65,7/2/2007,Gumbär Gummibärchen,Confections
10587,18,20,0,13.6825,7/2/2007,Steeleye Stout,Beverages
10587,13,20,0,6.175,7/2/2007,Original Frankfurter grüne Soße,Condiments
10588,62.5,40,0.200000003,24.7,7/3/2007,Carnarvon Tigers,Seafood
10588,14,100,0.200000003,16.8285,7/3/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10589,18,4,0,13.6825,7/4/2007,Steeleye Stout,Beverages
10590,18,20,0,25.35,7/7/2007,Chai,Beverages
10590,13,60,0.050000001,6.175,7/7/2007,Original Frankfurter grüne Soße,Condiments
10591,10,14,0,11.96,7/7/2007,Aniseed Syrup,Condiments
10591,30,10,0,12.35,7/7/2007,Uncle Bob's Organic Dried Pears,Produce
10591,7.45,50,0,5.0375,7/7/2007,Tourtière,Meat/Poultry
10592,15.5,25,0.050000001,13.975,7/8/2007,Genen Shouyu,Condiments
10592,31.23,5,0.050000001,13.65,7/8/2007,Gumbär Gummibärchen,Confections
10593,81,21,0.200000003,16.25,7/9/2007,Sir Rodney's Marmalade,Confections
10593,36,20,0.200000003,80.4635,7/9/2007,Gudbrandsdalsost,Dairy Products
10593,18,4,0.200000003,21.6125,7/9/2007,Lakkalikööri,Beverages
10594,7,24,0,35.75,7/9/2007,Filo Mix,Grains/Cereals
10594,13.25,30,0,9.1,7/9/2007,Escargots de Bourgogne,Seafood
10595,18,30,0.25,13.6825,7/10/2007,Steeleye Stout,Beverages
10595,28.5,120,0.25,9.1,7/10/2007,Sirop d'érable,Condiments
10595,36,65,0.25,80.4635,7/10/2007,Gudbrandsdalsost,Dairy Products
10596,38,5,0.200000003,6.175,7/11/2007,Gnocchi di nonna Alice,Grains/Cereals
10596,43.9,24,0.200000003,6.5,7/11/2007,Vegie-spread,Condiments
10596,7.75,30,0.200000003,28.535,7/11/2007,Rhönbräu Klosterbier,Beverages
10597,4.5,35,0.200000003,12.6425,7/11/2007,Guaraná Fantástica,Beverages
10597,19.5,20,0,29.64,7/11/2007,Ravioli Angelo,Grains/Cereals
10597,21.05,12,0.200000003,7.8,7/11/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10598,43.9,50,0,20.15,7/14/2007,Schoggi Schokolade,Confections
10598,21.5,9,0,4.8425,7/14/2007,Fløtemysost,Dairy Products
10599,49.3,10,0,52.65,7/15/2007,Tarte au sucre,Confections
10600,7.45,4,0,5.0375,7/16/2007,Tourtière,Meat/Poultry
10600,15,30,0,19.5,7/16/2007,Röd Kaviar,Seafood
10601,6,60,0,8.6125,7/16/2007,Konbu,Seafood
10601,55,35,0,28.535,7/16/2007,Raclette Courdavault,Dairy Products
10602,13,5,0.25,6.175,7/17/2007,Original Frankfurter grüne Soße,Condiments
10603,21,48,0,2.925,7/18/2007,Gustaf's Knäckebröd,Grains/Cereals
10603,20,25,0.050000001,21.32,7/18/2007,Maxilaku,Confections
10604,12.75,6,0.100000001,11.3425,7/18/2007,Chocolade,Confections
10604,18,10,0.100000001,21.6125,7/18/2007,Lakkalikööri,Beverages
10605,17.45,30,0.050000001,1.625,7/21/2007,Pavlova,Confections
10605,55,20,0.050000001,28.535,7/21/2007,Raclette Courdavault,Dairy Products
10605,34,70,0.050000001,8.125,7/21/2007,Camembert Pierrot,Dairy Products
10605,21.5,15,0.050000001,4.8425,7/21/2007,Fløtemysost,Dairy Products
10606,22,20,0.200000003,22.1,7/22/2007,Chef Anton's Cajun Seasoning,Condiments
10606,24,20,0.200000003,9.75,7/22/2007,Pâté chinois,Meat/Poultry
10606,49.3,10,0.200000003,52.65,7/22/2007,Tarte au sucre,Confections
10607,30,45,0,12.35,7/22/2007,Uncle Bob's Organic Dried Pears,Produce
10607,39,100,0,10.075,7/22/2007,Alice Mutton,Meat/Poultry
10607,2.5,14,0,9.1,7/22/2007,Geitost,Dairy Products
10607,18.4,42,0,63.05,7/22/2007,Boston Crab Meat,Seafood
10607,34.8,12,0,5.85,7/22/2007,Mozzarella di Giovanni,Dairy Products
10608,38,28,0,6.175,7/23/2007,Gnocchi di nonna Alice,Grains/Cereals
10609,18,3,0,25.35,7/24/2007,Chai,Beverages
10609,31,10,0,13.8775,7/24/2007,Ikura,Seafood
10609,10,6,0,16.9,7/24/2007,Sir Rodney's Scones,Confections
10610,19,21,0.25,11.05,7/25/2007,Inlagd Sill,Seafood
10611,18,6,0,25.35,7/25/2007,Chai,Beverages
10611,19,10,0,6.5,7/25/2007,Chang,Beverages
10611,34,15,0,8.125,7/25/2007,Camembert Pierrot,Dairy Products
10612,31,70,0,13.8775,7/28/2007,Ikura,Seafood
10612,19,55,0,11.05,7/28/2007,Inlagd Sill,Seafood
10612,20,18,0,21.32,7/28/2007,Maxilaku,Confections
10612,34,40,0,8.125,7/28/2007,Camembert Pierrot,Dairy Products
10612,18,80,0,21.6125,7/28/2007,Lakkalikööri,Beverages
10613,6,8,0.100000001,8.6125,7/29/2007,Konbu,Seafood
10613,7.75,40,0,28.535,7/29/2007,Rhönbräu Klosterbier,Beverages
10614,21,14,0,8.2875,7/29/2007,Queso Cabrales,Dairy Products
10614,10,8,0,16.9,7/29/2007,Sir Rodney's Scones,Confections
10614,18,5,0,13,7/29/2007,Chartreuse verte,Beverages
10615,24,5,0,9.75,7/30/2007,Pâté chinois,Meat/Poultry
10616,263.5,15,0.050000001,20.8,7/31/2007,Côte de Blaye,Beverages
10616,38,14,0,6.175,7/31/2007,Gnocchi di nonna Alice,Grains/Cereals
10616,15,15,0.050000001,15.1125,7/31/2007,Outback Lager,Beverages
10616,21.5,15,0.050000001,4.8425,7/31/2007,Fløtemysost,Dairy Products
10617,55,30,0.150000006,28.535,7/31/2007,Raclette Courdavault,Dairy Products
10618,25,70,0,11.7,8/1/2007,Grandma's Boysenberry Spread,Condiments
10618,38,20,0,6.175,8/1/2007,Gnocchi di nonna Alice,Grains/Cereals
10618,12.5,15,0,5.98,8/1/2007,Scottish Longbreads,Confections
10619,10,42,0,16.9,8/4/2007,Sir Rodney's Scones,Confections
10619,21,40,0,2.925,8/4/2007,Gustaf's Knäckebröd,Grains/Cereals
10620,4.5,5,0,12.6425,8/5/2007,Guaraná Fantástica,Beverages
10620,7,5,0,35.75,8/5/2007,Filo Mix,Grains/Cereals
10621,9.2,5,0,8.125,8/5/2007,Teatime Chocolate Biscuits,Confections
10621,9,10,0,23.4,8/5/2007,Tunnbröd,Grains/Cereals
10621,15,20,0,15.1125,8/5/2007,Outback Lager,Beverages
10621,21.5,15,0,4.8425,8/5/2007,Fløtemysost,Dairy Products
10622,19,20,0,6.5,8/6/2007,Chang,Beverages
10622,12.5,18,0.200000003,5.98,8/6/2007,Scottish Longbreads,Confections
10623,23.25,21,0,4.55,8/7/2007,Tofu,Produce
10623,9.2,15,0.100000001,8.125,8/7/2007,Teatime Chocolate Biscuits,Confections
10623,10,25,0.100000001,16.9,8/7/2007,Sir Rodney's Scones,Confections
10623,4.5,3,0,12.6425,8/7/2007,Guaraná Fantástica,Beverages
10623,18,30,0.100000001,13.6825,8/7/2007,Steeleye Stout,Beverages
10624,45.6,10,0,12.35,8/7/2007,Rössle Sauerkraut,Produce
10624,123.79,6,0,29.9,8/7/2007,Thüringer Rostbratwurst,Meat/Poultry
10624,19.45,10,0,9.1,8/7/2007,Gula Malacca,Condiments
10625,23.25,3,0,4.55,8/8/2007,Tofu,Produce
10625,14,5,0,16.8285,8/8/2007,Singaporean Hokkien Fried Mee,Grains/Cereals
10625,34,10,0,8.125,8/8/2007,Camembert Pierrot,Dairy Products
10626,32.8,12,0,12.675,8/11/2007,Perth Pasties,Meat/Poultry
10626,34,20,0,8.125,8/11/2007,Camembert Pierrot,Dairy Products
10626,21.5,20,0,4.8425,8/11/2007,Fløtemysost,Dairy Products
10627,49.3,15,0,52.65,8/11/2007,Tarte au sucre,Confections
10627,15,35,0.150000006,19.5,8/11/2007,Röd Kaviar,Seafood
10628,18,25,0,25.35,8/12/2007,Chai,Beverages
10629,123.79,20,0,29.9,8/12/2007,Thüringer Rostbratwurst,Meat/Poultry
10629,33.25,9,0,18.525,8/12/2007,Wimmers gute Semmelknödel,Grains/Cereals
10630,24,12,0.050000001,9.75,8/13/2007,Pâté chinois,Meat/Poultry
10630,18,35,0,21.6125,8/13/2007,Lakkalikööri,Beverages
10631,7.75,8,0.100000001,28.535,8/14/2007,Rhönbräu Klosterbier,Beverages
10632,19,30,0.050000001,6.5,8/14/2007,Chang,Beverages
10632,2.5,20,0.050000001,9.1,8/14/2007,Geitost,Dairy Products
10633,38,36,0.150000006,171.275,8/15/2007,Queso Manchego La Pastora,Dairy Products
10633,6,13,0.150000006,8.6125,8/15/2007,Konbu,Seafood
10633,31.23,35,0.150000006,13.65,8/15/2007,Gumbär Gummibärchen,Confections
10633,49.3,80,0.150000006,52.65,8/15/2007,Tarte au sucre,Confections
10634,30,35,0,12.35,8/15/2007,Uncle Bob's Organic Dried Pears,Produce
10634,62.5,50,0,24.7,8/15/2007,Carnarvon Tigers,Seafood
10634,53,15,0,24.7,8/15/2007,Manjimup Dried Apples,Produce
10634,7.75,2,0,28.535,8/15/2007,Rhönbräu Klosterbier,Beverages
10635,22,10,0.100000001,22.1,8/18/2007,Chef Anton's Cajun Seasoning,Condiments
10635,21.35,15,0.100000001,40.625,8/18/2007,Chef Anton's Gumbo Mix,Condiments
10635,21,40,0,2.925,8/18/2007,Gustaf's Knäckebröd,Grains/Cereals
10636,22,25,0,22.1,8/19/2007,Chef Anton's Cajun Seasoning,Condiments
10636,13.25,6,0,9.1,8/19/2007,Escargots de Bourgogne,Seafood
10637,21,10,0,8.2875,8/19/2007,Queso Cabrales,Dairy Products
10637,16.25,25,0.050000001,13.65,8/19/2007,Valkoinen suklaa,Confections
10637,38,60,0.050000001,6.175,8/19/2007,Gnocchi di nonna Alice,Grains/Cereals
10638,9.5,20,0,8.45,8/20/2007,Røgede sild,Seafood
10638,21.05,21,0,7.8,8/20/2007,Louisiana Fiery Hot Pepper Sauce,Condiments
10638,34.8,60,0,5.85,8/20/2007,Mozzarella di Giovanni,Dairy Products
10639,62.5,8,0,24.7,8/20/2007,Carnarvon Tigers,Seafood
10640,36,20,0.25,80.4635,8/21/2007,Gudbrandsdalsost,Dairy Products
10640,15,15,0.25,15.1125,8/21/2007,Outback Lager,Beverages
10641,19,50,0,6.5,8/22/2007,Chang,Beverages
10641,18.4,60,0,63.05,8/22/2007,Boston Crab Meat,Seafood
10642,10,30,0.200000003,16.9,8/22/2007,Sir Rodney's Scones,Confections
10642,28.5,20,0.200000003,9.1,8/22/2007,Sirop d'érable,Condiments
10643,39,10,0,10.075,8/25/2007,Alice Mutton,Meat/Poultry
10643,45.6,15,0.25,12.35,8/25/2007,Rössle Sauerkraut,Produce
10643,18,21,0.25,13,8/25/2007,Chartreuse verte,Beverages
10643,12,2,0.25,9.75,8/25/2007,Spegesild,Seafood
10644,62.5,4,0.100000001,24.7,8/25/2007,Carnarvon Tigers,Seafood
10644,46,20,0,26,8/25/2007,Ipoh Coffee,Beverages
10644,12,21,0.100000001,9.75,8/25/2007,Spegesild,Seafood
10645,62.5,20,0,24.7,8/26/2007,Carnarvon Tigers,Seafood
10645,19,15,0,11.05,8/26/2007,Inlagd Sill,Seafood
10646,18,15,0.25,25.35,8/27/2007,Chai,Beverages
10646,31,18,0.25,13.8775,8/27/2007,Ikura,Seafood
10646,21.5,30,0.25,4.8425,8/27/2007,Fløtemysost,Dairy Products
10646,13,35,0.25,6.175,8/27/2007,Original Frankfurter grüne Soße,Condiments
10647,9.2,30,0,8.125,8/27/2007,Teatime Chocolate Biscuits,Confections
10647,18,20,0,13,8/27/2007,Chartreuse verte,Beverages
10648,21,15,0,2.925,8/28/2007,Gustaf's Knäckebröd,Grains/Cereals
10648,4.5,15,0.150000006,12.6425,8/28/2007,Guaraná Fantástica,Beverages
10649,45.6,20,0,12.35,8/28/2007,Rössle Sauerkraut,Produce
10649,34.8,15,0,5.85,8/28/2007,Mozzarella di Giovanni,Dairy Products
10650,25.89,30,0,6.2725,8/29/2007,Nord-Ost Matjeshering,Seafood
10650,32.8,25,0.050000001,12.675,8/29/2007,Perth Pasties,Meat/Poultry
10650,7.45,30,0,5.0375,8/29/2007,Tourtière,Meat/Poultry
10651,9.2,12,0.25,8.125,9/1/2007,Teatime Chocolate Biscuits,Confections
10651,21,20,0.25,2.925,9/1/2007,Gustaf's Knäckebröd,Grains/Cereals
10652,25.89,2,0.25,6.2725,9/1/2007,Nord-Ost Matjeshering,Seafood
