ProductKey,SalesOrderNumber,OrderQuantity,UnitPrice,ProductStandardCost,ShipDate,ProductName,Subcategory,Category
346,SO45428,1,3399.99,1912.1544,2/20/2006,"Mountain-100 Silver, 44",Mountain Bikes,Bikes
478,SO58261,1,9.99,3.7363,11/27/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
491,SO58275,1,53.99,41.5723,11/27/2007,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
560,SO56117,1,1214.85,755.1508,10/21/2007,"Touring-2000 Blue, 60",Touring Bikes,Bikes
605,SO51298,1,539.99,343.6496,7/15/2007,"Road-750 Black, 48",Road Bikes,Bikes
530,SO55535,1,4.99,1.8663,10/11/2007,Touring Tire Tube,Tires and Tubes,Accessories
217,SO64899,1,34.99,13.0863,3/4/2008,"Sport-100 Helmet, Black",Helmets,Accessories
225,SO52666,1,8.99,6.9223,8/23/2007,AWC Logo Cap,Caps,Clothing
539,SO54347,1,24.99,9.3463,9/21/2007,ML Road Tire,Tires and Tubes,Accessories
528,SO74700,1,4.99,1.8663,7/25/2008,Mountain Tire Tube,Tires and Tubes,Accessories
528,SO66725,1,4.99,1.8663,3/30/2008,Mountain Tire Tube,Tires and Tubes,Accessories
374,SO51546,1,2443.35,1554.9479,7/31/2007,"Road-250 Black, 44",Road Bikes,Bikes
378,SO53710,1,2443.35,1554.9479,9/9/2007,"Road-250 Black, 52",Road Bikes,Bikes
225,SO69837,1,8.99,6.9223,5/11/2008,AWC Logo Cap,Caps,Clothing
564,SO60518,1,2384.07,1481.9379,12/28/2007,"Touring-1000 Yellow, 60",Touring Bikes,Bikes
538,SO53904,1,21.49,8.0373,9/13/2007,LL Road Tire,Tires and Tubes,Accessories
485,SO53387,1,21.98,8.2205,9/6/2007,Fender Set - Mountain,Fenders,Accessories
357,SO63427,1,2319.99,1265.6195,2/10/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
605,SO70150,1,539.99,343.6496,5/15/2008,"Road-750 Black, 48",Road Bikes,Bikes
465,SO70302,1,24.49,9.1593,5/17/2008,"Half-Finger Gloves, M",Gloves,Clothing
485,SO66240,1,21.98,8.2205,3/22/2008,Fender Set - Mountain,Fenders,Accessories
529,SO72509,1,3.99,1.4923,6/15/2008,Road Tire Tube,Tires and Tubes,Accessories
485,SO60403,1,21.98,8.2205,12/27/2007,Fender Set - Mountain,Fenders,Accessories
477,SO61171,1,4.99,1.8663,1/7/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
528,SO67615,1,4.99,1.8663,4/11/2008,Mountain Tire Tube,Tires and Tubes,Accessories
541,SO54837,1,28.99,10.8423,9/30/2007,Touring Tire,Tires and Tubes,Accessories
484,SO55915,1,7.95,2.9733,10/17/2007,Bike Wash - Dissolver,Cleaners,Accessories
541,SO71034,1,28.99,10.8423,5/28/2008,Touring Tire,Tires and Tubes,Accessories
541,SO57547,1,28.99,10.8423,11/14/2007,Touring Tire,Tires and Tubes,Accessories
313,SO45708,1,3578.27,2171.2942,3/27/2006,"Road-150 Red, 52",Road Bikes,Bikes
538,SO56119,1,21.49,8.0373,10/21/2007,LL Road Tire,Tires and Tubes,Accessories
477,SO53291,1,4.99,1.8663,9/5/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
477,SO70005,1,4.99,1.8663,5/13/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
488,SO54050,1,53.99,41.5723,9/16/2007,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
477,SO73894,1,4.99,1.8663,7/4/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
581,SO68398,1,1700.99,1082.51,4/23/2008,"Road-350-W Yellow, 42",Road Bikes,Bikes
372,SO52153,1,2443.35,1554.9479,8/14/2007,"Road-250 Red, 58",Road Bikes,Bikes
480,SO60592,1,2.29,0.8565,12/30/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
359,SO68522,1,2294.99,1251.9813,4/25/2008,"Mountain-200 Black, 38",Mountain Bikes,Bikes
486,SO54240,1,159,59.466,9/19/2007,All-Purpose Bike Stand,Bike Stands,Accessories
359,SO59807,1,2294.99,1251.9813,12/18/2007,"Mountain-200 Black, 38",Mountain Bikes,Bikes
574,SO61962,1,2384.07,1481.9379,1/19/2008,"Touring-1000 Blue, 50",Touring Bikes,Bikes
237,SO74634,1,49.99,38.4923,7/23/2008,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing
477,SO55862,1,4.99,1.8663,10/16/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
528,SO58157,1,4.99,1.8663,11/25/2007,Mountain Tire Tube,Tires and Tubes,Accessories
564,SO71007,1,2384.07,1481.9379,5/27/2008,"Touring-1000 Yellow, 60",Touring Bikes,Bikes
528,SO61976,1,4.99,1.8663,1/20/2008,Mountain Tire Tube,Tires and Tubes,Accessories
541,SO75028,1,28.99,10.8423,8/4/2008,Touring Tire,Tires and Tubes,Accessories
485,SO57826,1,21.98,8.2205,11/19/2007,Fender Set - Mountain,Fenders,Accessories
569,SO60688,1,742.35,461.4448,12/31/2007,"Touring-3000 Yellow, 50",Touring Bikes,Bikes
528,SO56040,1,4.99,1.8663,10/20/2007,Mountain Tire Tube,Tires and Tubes,Accessories
477,SO53967,1,4.99,1.8663,9/14/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
480,SO64168,1,2.29,0.8565,2/21/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
463,SO61451,1,24.49,9.1593,1/11/2008,"Half-Finger Gloves, S",Gloves,Clothing
539,SO73583,1,24.99,9.3463,6/30/2008,ML Road Tire,Tires and Tubes,Accessories
480,SO63622,1,2.29,0.8565,2/13/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
540,SO68228,1,32.6,12.1924,4/21/2008,HL Road Tire,Tires and Tubes,Accessories
477,SO57552,1,4.99,1.8663,11/14/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
484,SO64946,1,7.95,2.9733,3/4/2008,Bike Wash - Dissolver,Cleaners,Accessories
354,SO50004,1,2071.4196,1117.8559,4/19/2007,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
479,SO69009,1,8.99,3.3623,5/2/2008,Road Bottle Cage,Bottles and Cages,Accessories
375,SO48878,1,2181.5625,1320.6838,1/18/2007,"Road-250 Black, 48",Road Bikes,Bikes
225,SO67946,1,8.99,6.9223,4/16/2008,AWC Logo Cap,Caps,Clothing
583,SO51466,1,1700.99,1082.51,7/26/2007,"Road-350-W Yellow, 48",Road Bikes,Bikes
222,SO59099,1,34.99,13.0863,12/8/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
214,SO52322,1,34.99,13.0863,8/16/2007,"Sport-100 Helmet, Red",Helmets,Accessories
536,SO62541,1,29.99,11.2163,1/29/2008,ML Mountain Tire,Tires and Tubes,Accessories
222,SO74716,1,34.99,13.0863,7/25/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
539,SO72344,1,24.99,9.3463,6/13/2008,ML Road Tire,Tires and Tubes,Accessories
225,SO62613,1,8.99,6.9223,1/30/2008,AWC Logo Cap,Caps,Clothing
480,SO67998,1,2.29,0.8565,4/17/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
475,SO72149,1,69.99,26.1763,6/11/2008,"Women's Mountain Shorts, M",Shorts,Clothing
528,SO64273,1,4.99,1.8663,2/23/2008,Mountain Tire Tube,Tires and Tubes,Accessories
479,SO64841,1,8.99,3.3623,3/2/2008,Road Bottle Cage,Bottles and Cages,Accessories
356,SO47590,1,2071.4196,1117.8559,9/27/2006,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
529,SO54362,1,3.99,1.4923,9/21/2007,Road Tire Tube,Tires and Tubes,Accessories
479,SO51246,1,8.99,3.3623,7/11/2007,Road Bottle Cage,Bottles and Cages,Accessories
386,SO61080,1,1120.49,713.0798,1/6/2008,"Road-550-W Yellow, 42",Road Bikes,Bikes
484,SO57220,1,7.95,2.9733,11/8/2007,Bike Wash - Dissolver,Cleaners,Accessories
477,SO57842,1,4.99,1.8663,11/19/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
606,SO60889,1,539.99,343.6496,1/3/2008,"Road-750 Black, 52",Road Bikes,Bikes
479,SO72912,1,8.99,3.3623,6/21/2008,Road Bottle Cage,Bottles and Cages,Accessories
536,SO74555,1,29.99,11.2163,7/21/2008,ML Mountain Tire,Tires and Tubes,Accessories
606,SO57952,1,539.99,343.6496,11/21/2007,"Road-750 Black, 52",Road Bikes,Bikes
485,SO54242,1,21.98,8.2205,9/19/2007,Fender Set - Mountain,Fenders,Accessories
575,SO64439,1,2384.07,1481.9379,2/25/2008,"Touring-1000 Blue, 54",Touring Bikes,Bikes
491,SO68327,1,53.99,41.5723,4/22/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
337,SO46783,1,782.99,486.7066,7/20/2006,"Road-650 Black, 62",Road Bikes,Bikes
535,SO72538,1,24.99,9.3463,6/16/2008,LL Mountain Tire,Tires and Tubes,Accessories
359,SO71252,1,2294.99,1251.9813,5/31/2008,"Mountain-200 Black, 38",Mountain Bikes,Bikes
222,SO65514,1,34.99,13.0863,3/11/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
528,SO67113,1,4.99,1.8663,4/5/2008,Mountain Tire Tube,Tires and Tubes,Accessories
361,SO63791,1,2294.99,1251.9813,2/15/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
537,SO57822,1,35,13.09,11/19/2007,HL Mountain Tire,Tires and Tubes,Accessories
360,SO49768,1,2049.0982,1105.81,4/2/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
390,SO71141,1,1120.49,713.0798,5/29/2008,"Road-550-W Yellow, 48",Road Bikes,Bikes
536,SO58164,1,29.99,11.2163,11/25/2007,ML Mountain Tire,Tires and Tubes,Accessories
355,SO70032,1,2319.99,1265.6195,5/14/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
373,SO48247,1,2181.5625,1320.6838,12/3/2006,"Road-250 Black, 44",Road Bikes,Bikes
541,SO66732,1,28.99,10.8423,3/30/2008,Touring Tire,Tires and Tubes,Accessories
214,SO56167,1,34.99,13.0863,10/22/2007,"Sport-100 Helmet, Red",Helmets,Accessories
222,SO68683,1,34.99,13.0863,4/28/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
378,SO71264,1,2443.35,1554.9479,5/31/2008,"Road-250 Black, 52",Road Bikes,Bikes
491,SO67816,1,53.99,41.5723,4/14/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
217,SO73896,1,34.99,13.0863,7/4/2008,"Sport-100 Helmet, Black",Helmets,Accessories
477,SO66750,1,4.99,1.8663,3/30/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
465,SO52000,1,24.49,9.1593,8/10/2007,"Half-Finger Gloves, M",Gloves,Clothing
574,SO70819,1,2384.07,1481.9379,5/24/2008,"Touring-1000 Blue, 50",Touring Bikes,Bikes
357,SO52266,1,2319.99,1265.6195,8/15/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
538,SO62400,1,21.49,8.0373,1/27/2008,LL Road Tire,Tires and Tubes,Accessories
378,SO69799,1,2443.35,1554.9479,5/11/2008,"Road-250 Black, 52",Road Bikes,Bikes
537,SO73103,1,35,13.09,6/24/2008,HL Mountain Tire,Tires and Tubes,Accessories
563,SO68401,1,2384.07,1481.9379,4/23/2008,"Touring-1000 Yellow, 54",Touring Bikes,Bikes
222,SO67408,1,34.99,13.0863,4/8/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
374,SO64854,1,2443.35,1554.9479,3/3/2008,"Road-250 Black, 44",Road Bikes,Bikes
353,SO55176,1,2319.99,1265.6195,10/6/2007,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
536,SO59161,1,29.99,11.2163,12/9/2007,ML Mountain Tire,Tires and Tubes,Accessories
225,SO59235,1,8.99,6.9223,12/10/2007,AWC Logo Cap,Caps,Clothing
477,SO74571,1,4.99,1.8663,7/21/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
597,SO53436,1,539.99,294.5797,9/7/2007,"Mountain-500 Black, 42",Mountain Bikes,Bikes
228,SO74659,1,49.99,38.4923,7/24/2008,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
477,SO61016,1,4.99,1.8663,1/5/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
354,SO48710,1,2071.4196,1117.8559,1/5/2007,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
484,SO57681,1,7.95,2.9733,11/16/2007,Bike Wash - Dissolver,Cleaners,Accessories
480,SO61659,1,2.29,0.8565,1/15/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
225,SO55832,1,8.99,6.9223,10/16/2007,AWC Logo Cap,Caps,Clothing
480,SO74418,1,2.29,0.8565,7/16/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
361,SO72551,1,2294.99,1251.9813,6/16/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
482,SO73648,1,8.99,3.3623,7/1/2008,"Racing Socks, L",Socks,Clothing
353,SO56006,1,2319.99,1265.6195,10/19/2007,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
529,SO55563,1,3.99,1.4923,10/12/2007,Road Tire Tube,Tires and Tubes,Accessories
475,SO56927,1,69.99,26.1763,11/6/2007,"Women's Mountain Shorts, M",Shorts,Clothing
480,SO64439,1,2.29,0.8565,2/25/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
480,SO64566,1,2.29,0.8565,2/27/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
234,SO68180,1,49.99,38.4923,4/20/2008,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
480,SO69002,1,2.29,0.8565,5/2/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
541,SO73274,1,28.99,10.8423,6/26/2008,Touring Tire,Tires and Tubes,Accessories
540,SO61301,1,32.6,12.1924,1/8/2008,HL Road Tire,Tires and Tubes,Accessories
467,SO68948,1,24.49,9.1593,5/1/2008,"Half-Finger Gloves, L",Gloves,Clothing
478,SO55790,1,9.99,3.7363,10/15/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
484,SO61294,1,7.95,2.9733,1/8/2008,Bike Wash - Dissolver,Cleaners,Accessories
477,SO54177,1,4.99,1.8663,9/18/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
528,SO54164,1,4.99,1.8663,9/18/2007,Mountain Tire Tube,Tires and Tubes,Accessories
382,SO72120,1,1120.49,713.0798,6/10/2008,"Road-550-W Yellow, 38",Road Bikes,Bikes
489,SO71285,1,53.99,41.5723,6/1/2008,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
363,SO74063,1,2294.99,1251.9813,7/6/2008,"Mountain-200 Black, 46",Mountain Bikes,Bikes
361,SO57518,1,2294.99,1251.9813,11/13/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
222,SO53147,1,34.99,13.0863,9/2/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
536,SO74317,1,29.99,11.2163,7/13/2008,ML Mountain Tire,Tires and Tubes,Accessories
217,SO59846,1,34.99,13.0863,12/19/2007,"Sport-100 Helmet, Black",Helmets,Accessories
539,SO53849,1,24.99,9.3463,9/12/2007,ML Road Tire,Tires and Tubes,Accessories
539,SO68429,1,24.99,9.3463,4/24/2008,ML Road Tire,Tires and Tubes,Accessories
489,SO72784,1,53.99,41.5723,6/19/2008,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
225,SO51431,1,8.99,6.9223,7/23/2007,AWC Logo Cap,Caps,Clothing
491,SO58140,1,53.99,41.5723,11/25/2007,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
480,SO74705,1,2.29,0.8565,7/25/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
477,SO65476,1,4.99,1.8663,3/10/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
484,SO64238,1,7.95,2.9733,2/22/2008,Bike Wash - Dissolver,Cleaners,Accessories
528,SO66289,1,4.99,1.8663,3/23/2008,Mountain Tire Tube,Tires and Tubes,Accessories
478,SO66189,1,9.99,3.7363,3/21/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
314,SO44938,1,3578.27,2171.2942,12/26/2005,"Road-150 Red, 56",Road Bikes,Bikes
530,SO74436,1,4.99,1.8663,7/16/2008,Touring Tire Tube,Tires and Tubes,Accessories
483,SO62444,1,120,44.88,1/27/2008,Hitch Rack - 4-Bike,Bike Racks,Accessories
310,SO46599,1,3578.27,2171.2942,7/7/2006,"Road-150 Red, 62",Road Bikes,Bikes
477,SO57508,1,4.99,1.8663,11/13/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
485,SO57906,1,21.98,8.2205,11/21/2007,Fender Set - Mountain,Fenders,Accessories
222,SO68807,1,34.99,13.0863,4/29/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
361,SO73727,1,2294.99,1251.9813,7/2/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
222,SO62998,1,34.99,13.0863,2/5/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
535,SO64073,1,24.99,9.3463,2/20/2008,LL Mountain Tire,Tires and Tubes,Accessories
480,SO52445,1,2.29,0.8565,8/19/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
314,SO46132,1,3578.27,2171.2942,5/11/2006,"Road-150 Red, 56",Road Bikes,Bikes
480,SO67588,1,2.29,0.8565,4/11/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
477,SO55863,1,4.99,1.8663,10/16/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
217,SO64664,1,34.99,13.0863,2/28/2008,"Sport-100 Helmet, Black",Helmets,Accessories
222,SO68081,1,34.99,13.0863,4/18/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
228,SO59650,1,49.99,38.4923,12/16/2007,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
222,SO70974,1,34.99,13.0863,5/27/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
529,SO51888,1,3.99,1.4923,8/8/2007,Road Tire Tube,Tires and Tubes,Accessories
528,SO53205,1,4.99,1.8663,9/3/2007,Mountain Tire Tube,Tires and Tubes,Accessories
529,SO56410,1,3.99,1.4923,10/27/2007,Road Tire Tube,Tires and Tubes,Accessories
606,SO59825,1,539.99,343.6496,12/18/2007,"Road-750 Black, 52",Road Bikes,Bikes
363,SO57242,1,2294.99,1251.9813,11/9/2007,"Mountain-200 Black, 46",Mountain Bikes,Bikes
369,SO47218,1,2443.35,1518.7864,8/25/2006,"Road-250 Red, 48",Road Bikes,Bikes
477,SO54702,1,4.99,1.8663,9/27/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
217,SO68372,1,34.99,13.0863,4/23/2008,"Sport-100 Helmet, Black",Helmets,Accessories
465,SO72351,1,24.49,9.1593,6/13/2008,"Half-Finger Gloves, M",Gloves,Clothing
529,SO74585,1,3.99,1.4923,7/22/2008,Road Tire Tube,Tires and Tubes,Accessories
480,SO51933,1,2.29,0.8565,8/9/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
576,SO71092,1,2384.07,1481.9379,5/28/2008,"Touring-1000 Blue, 60",Touring Bikes,Bikes
353,SO67620,1,2319.99,1265.6195,4/11/2008,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
222,SO51330,1,34.99,13.0863,7/17/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
311,SO44664,1,3578.27,2171.2942,11/22/2005,"Road-150 Red, 44",Road Bikes,Bikes
535,SO52488,1,24.99,9.3463,8/20/2007,LL Mountain Tire,Tires and Tubes,Accessories
484,SO70312,1,7.95,2.9733,5/18/2008,Bike Wash - Dissolver,Cleaners,Accessories
490,SO62738,1,53.99,41.5723,2/1/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
490,SO70336,1,53.99,41.5723,5/18/2008,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
598,SO52005,1,539.99,294.5797,8/10/2007,"Mountain-500 Black, 44",Mountain Bikes,Bikes
480,SO74899,1,2.29,0.8565,7/31/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
480,SO55129,1,2.29,0.8565,10/5/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
539,SO64039,1,24.99,9.3463,2/19/2008,ML Road Tire,Tires and Tubes,Accessories
478,SO72603,1,9.99,3.7363,6/17/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
597,SO67454,1,539.99,294.5797,4/9/2008,"Mountain-500 Black, 42",Mountain Bikes,Bikes
491,SO61484,1,53.99,41.5723,1/12/2008,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing
541,SO54483,1,28.99,10.8423,9/24/2007,Touring Tire,Tires and Tubes,Accessories
539,SO73387,1,24.99,9.3463,6/27/2008,ML Road Tire,Tires and Tubes,Accessories
222,SO61061,1,34.99,13.0863,1/6/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
537,SO52054,1,35,13.09,8/11/2007,HL Mountain Tire,Tires and Tubes,Accessories
479,SO60627,1,8.99,3.3623,12/30/2007,Road Bottle Cage,Bottles and Cages,Accessories
528,SO53636,1,4.99,1.8663,9/8/2007,Mountain Tire Tube,Tires and Tubes,Accessories
528,SO65044,1,4.99,1.8663,3/6/2008,Mountain Tire Tube,Tires and Tubes,Accessories
465,SO64266,1,24.49,9.1593,2/23/2008,"Half-Finger Gloves, M",Gloves,Clothing
537,SO53958,1,35,13.09,9/14/2007,HL Mountain Tire,Tires and Tubes,Accessories
541,SO68775,1,28.99,10.8423,4/29/2008,Touring Tire,Tires and Tubes,Accessories
477,SO64469,1,4.99,1.8663,2/26/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
214,SO59180,1,34.99,13.0863,12/9/2007,"Sport-100 Helmet, Red",Helmets,Accessories
584,SO53064,1,539.99,343.6496,8/31/2007,"Road-750 Black, 58",Road Bikes,Bikes
530,SO66610,1,4.99,1.8663,3/28/2008,Touring Tire Tube,Tires and Tubes,Accessories
480,SO73543,1,2.29,0.8565,6/29/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
485,SO68327,1,21.98,8.2205,4/22/2008,Fender Set - Mountain,Fenders,Accessories
382,SO74011,1,1120.49,713.0798,7/5/2008,"Road-550-W Yellow, 38",Road Bikes,Bikes
361,SO54724,1,2294.99,1251.9813,9/28/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
480,SO69604,1,2.29,0.8565,5/8/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
214,SO73086,1,34.99,13.0863,6/23/2008,"Sport-100 Helmet, Red",Helmets,Accessories
480,SO66163,1,2.29,0.8565,3/21/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
361,SO73380,1,2294.99,1251.9813,6/27/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
480,SO55722,1,2.29,0.8565,10/14/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
382,SO71769,1,1120.49,713.0798,6/7/2008,"Road-550-W Yellow, 38",Road Bikes,Bikes
355,SO73661,1,2319.99,1265.6195,7/1/2008,"Mountain-200 Silver, 42",Mountain Bikes,Bikes
486,SO70286,1,159,59.466,5/17/2008,All-Purpose Bike Stand,Bike Stands,Accessories
582,SO62640,1,1700.99,1082.51,1/31/2008,"Road-350-W Yellow, 44",Road Bikes,Bikes
214,SO58489,1,34.99,13.0863,12/1/2007,"Sport-100 Helmet, Red",Helmets,Accessories
217,SO61038,1,34.99,13.0863,1/6/2008,"Sport-100 Helmet, Black",Helmets,Accessories
478,SO61127,1,9.99,3.7363,1/7/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
530,SO57883,1,4.99,1.8663,11/20/2007,Touring Tire Tube,Tires and Tubes,Accessories
485,SO72465,1,21.98,8.2205,6/15/2008,Fender Set - Mountain,Fenders,Accessories
485,SO68958,1,21.98,8.2205,5/2/2008,Fender Set - Mountain,Fenders,Accessories
214,SO66024,1,34.99,13.0863,3/19/2008,"Sport-100 Helmet, Red",Helmets,Accessories
529,SO57559,1,3.99,1.4923,11/14/2007,Road Tire Tube,Tires and Tubes,Accessories
477,SO60835,1,4.99,1.8663,1/2/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
528,SO71298,1,4.99,1.8663,6/1/2008,Mountain Tire Tube,Tires and Tubes,Accessories
377,SO46861,1,2181.5625,1320.6838,7/29/2006,"Road-250 Black, 52",Road Bikes,Bikes
529,SO69922,1,3.99,1.4923,5/12/2008,Road Tire Tube,Tires and Tubes,Accessories
564,SO62873,1,2384.07,1481.9379,2/3/2008,"Touring-1000 Yellow, 60",Touring Bikes,Bikes
357,SO58471,1,2319.99,1265.6195,12/1/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
217,SO56290,1,34.99,13.0863,10/25/2007,"Sport-100 Helmet, Black",Helmets,Accessories
222,SO59126,1,34.99,13.0863,12/8/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
225,SO57964,1,8.99,6.9223,11/22/2007,AWC Logo Cap,Caps,Clothing
479,SO64782,1,8.99,3.3623,3/1/2008,Road Bottle Cage,Bottles and Cages,Accessories
536,SO66780,1,29.99,11.2163,3/31/2008,ML Mountain Tire,Tires and Tubes,Accessories
535,SO62416,1,24.99,9.3463,1/27/2008,LL Mountain Tire,Tires and Tubes,Accessories
538,SO53788,1,21.49,8.0373,9/11/2007,LL Road Tire,Tires and Tubes,Accessories
314,SO44254,1,3578.27,2171.2942,10/3/2005,"Road-150 Red, 56",Road Bikes,Bikes
225,SO73618,1,8.99,6.9223,6/30/2008,AWC Logo Cap,Caps,Clothing
222,SO60358,1,34.99,13.0863,12/26/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
477,SO72224,1,4.99,1.8663,6/12/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
539,SO64527,1,24.99,9.3463,2/27/2008,ML Road Tire,Tires and Tubes,Accessories
484,SO66860,1,7.95,2.9733,4/1/2008,Bike Wash - Dissolver,Cleaners,Accessories
480,SO66207,1,2.29,0.8565,3/22/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
485,SO57909,1,21.98,8.2205,11/21/2007,Fender Set - Mountain,Fenders,Accessories
536,SO64338,1,29.99,11.2163,2/24/2008,ML Mountain Tire,Tires and Tubes,Accessories
474,SO61810,1,69.99,26.1763,1/17/2008,"Women's Mountain Shorts, S",Shorts,Clothing
222,SO65947,1,34.99,13.0863,3/17/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
584,SO58248,1,539.99,343.6496,11/26/2007,"Road-750 Black, 58",Road Bikes,Bikes
362,SO49987,1,2049.0982,1105.81,4/17/2007,"Mountain-200 Black, 46",Mountain Bikes,Bikes
538,SO64193,1,21.49,8.0373,2/22/2008,LL Road Tire,Tires and Tubes,Accessories
580,SO67404,1,1700.99,1082.51,4/8/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
537,SO68587,1,35,13.09,4/26/2008,HL Mountain Tire,Tires and Tubes,Accessories
484,SO65456,1,7.95,2.9733,3/10/2008,Bike Wash - Dissolver,Cleaners,Accessories
480,SO53384,1,2.29,0.8565,9/6/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
217,SO73297,1,34.99,13.0863,6/26/2008,"Sport-100 Helmet, Black",Helmets,Accessories
357,SO66945,1,2319.99,1265.6195,4/3/2008,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
539,SO64826,1,24.99,9.3463,3/2/2008,ML Road Tire,Tires and Tubes,Accessories
537,SO68437,1,35,13.09,4/24/2008,HL Mountain Tire,Tires and Tubes,Accessories
477,SO53844,1,4.99,1.8663,9/12/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
