SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,UnitPriceDiscountPct,ProductStandardCost,ShipDate,MonthName,MonthNumber,Quarter,Year,RepLastName,EmployeeTitle,ProductName,BusinessType,ResellerName,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup
SO65172,6,4,29.994,0,38.4923,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Long-Sleeve Logo Jersey, L",Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,7,1,32.394,0,41.5723,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Short-Sleeve Classic Jersey, XL",Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,8,3,1430.442,0,1481.9379,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 60",Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,9,3,2.994,0,1.8663,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,Water Bottle - 30 oz.,Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,10,1,445.41,0,461.4448,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 62",Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,11,2,242.994,0,179.8156,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,HL Crankset,Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,12,1,1430.442,0,1481.9379,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 54",Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65172,13,3,445.41,0,461.4448,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 50",Value Added Reseller,Bike Part Wholesalers,Australia,Australia,Pacific
SO65241,17,2,1430.442,0,1481.9379,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 60",Value Added Reseller,Cycle Parts and Accessories,Australia,Australia,Pacific
SO65241,18,1,728.91,0,755.1508,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-2000 Blue, 50",Value Added Reseller,Cycle Parts and Accessories,Australia,Australia,Pacific
SO65241,19,1,445.41,0,461.4448,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 50",Value Added Reseller,Cycle Parts and Accessories,Australia,Australia,Pacific
SO65241,20,3,2.994,0,1.8663,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,Water Bottle - 30 oz.,Value Added Reseller,Cycle Parts and Accessories,Australia,Australia,Pacific
SO65241,21,3,445.41,0,461.4448,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 58",Value Added Reseller,Cycle Parts and Accessories,Australia,Australia,Pacific
SO65241,22,1,1430.442,0,1481.9379,9/5/2013,September,9,3,2013,Tsoflias,Sales Representative,"Touring-1000 Blue, 60",Value Added Reseller,Cycle Parts and Accessories,Australia,Australia,Pacific
SO65242,1,2,1430.442,0,1481.9379,9/5/2013,September,9,3,2013,Reiter,Sales Representative,"Touring-1000 Yellow, 54",Value Added Reseller,Exchange Parts Inc.,Southeast,United States,North America
SO65242,2,1,63.9,0,47.286,9/5/2013,September,9,3,2013,Reiter,Sales Representative,Front Brakes,Value Added Reseller,Exchange Parts Inc.,Southeast,United States,North America
SO65242,3,1,445.41,0,461.4448,9/5/2013,September,9,3,2013,Reiter,Sales Representative,"Touring-3000 Blue, 54",Value Added Reseller,Exchange Parts Inc.,Southeast,United States,North America
SO65242,4,1,1430.442,0,1481.9379,9/5/2013,September,9,3,2013,Reiter,Sales Representative,"Touring-1000 Yellow, 50",Value Added Reseller,Exchange Parts Inc.,Southeast,United States,North America
SO67268,12,12,31.3142,0.02,41.5723,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Short-Sleeve Classic Jersey, L",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,13,2,5.394,0,3.3623,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Racing Socks, L",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,14,9,29.994,0,38.4923,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Long-Sleeve Logo Jersey, M",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,15,3,48.594,0,35.9596,10/6/2013,October,10,4,2013,Pak,Sales Representative,HL Road Pedal,Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,16,1,356.898,0,360.9428,10/6/2013,October,10,4,2013,Pak,Sales Representative,"ML Road Frame-W - Yellow, 48",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,17,12,69.6,0.02,44.88,10/6/2013,October,10,4,2013,Pak,Sales Representative,Hitch Rack - 4-Bike,Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,18,5,323.994,0,343.6496,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Road-750 Black, 52",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,19,1,14.694,0,9.1593,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Half-Finger Gloves, M",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,20,6,20.994,0,13.0863,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Sport-100 Helmet, Blue",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67268,21,16,27.4945,0.05,38.4923,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Long-Sleeve Logo Jersey, L",Warehouse,Citywide Service and Repair,Canada,Canada,North America
SO67316,52,4,72.894,0,53.9416,10/6/2013,October,10,4,2013,Pak,Sales Representative,HL Bottom Bracket,Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,53,9,32.394,0,41.5723,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Short-Sleeve Classic Jersey, XL",Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,54,4,63.9,0,47.286,10/6/2013,October,10,4,2013,Pak,Sales Representative,Front Brakes,Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,55,2,48.594,0,35.9596,10/6/2013,October,10,4,2013,Pak,Sales Representative,HL Mountain Pedal,Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,56,4,1.374,0,0.8565,10/6/2013,October,10,4,2013,Pak,Sales Representative,Patch Kit/8 Patches,Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,57,6,12.144,0,8.9866,10/6/2013,October,10,4,2013,Pak,Sales Representative,Chain,Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,58,6,14.694,0,9.1593,10/6/2013,October,10,4,2013,Pak,Sales Representative,"Half-Finger Gloves, M",Warehouse,Top Sports Supply,Canada,Canada,North America
SO67316,59,8,72,0,44.88,10/6/2013,October,10,4,2013,Pak,Sales Representative,Hitch Rack - 4-Bike,Warehouse,Top Sports Supply,Canada,Canada,North America
SO67317,1,4,728.91,0,755.1508,10/6/2013,October,10,4,2013,Tsoflias,Sales Representative,"Touring-2000 Blue, 60",Specialty Bike Shop,Plastic Products Manufacturers,Australia,Australia,Pacific
SO67317,2,1,1430.442,0,1481.9379,10/6/2013,October,10,4,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 60",Specialty Bike Shop,Plastic Products Manufacturers,Australia,Australia,Pacific
SO69416,5,1,48.594,0,35.9596,11/5/2013,November,11,4,2013,Carson,Sales Representative,HL Road Pedal,Specialty Bike Shop,Grand Sport Boutique,Central,United States,North America
SO69416,6,1,323.994,0,343.6496,11/5/2013,November,11,4,2013,Carson,Sales Representative,"Road-750 Black, 48",Specialty Bike Shop,Grand Sport Boutique,Central,United States,North America
SO69416,7,1,37.254,0,27.568,11/5/2013,November,11,4,2013,Carson,Sales Representative,ML Road Pedal,Specialty Bike Shop,Grand Sport Boutique,Central,United States,North America
SO69416,8,10,5.394,0,3.3623,11/5/2013,November,11,4,2013,Carson,Sales Representative,"Racing Socks, M",Specialty Bike Shop,Grand Sport Boutique,Central,United States,North America
SO69416,9,3,4.77,0,2.9733,11/5/2013,November,11,4,2013,Carson,Sales Representative,Bike Wash - Dissolver,Specialty Bike Shop,Grand Sport Boutique,Central,United States,North America
SO69416,10,1,323.994,0,343.6496,11/5/2013,November,11,4,2013,Carson,Sales Representative,"Road-750 Black, 52",Specialty Bike Shop,Grand Sport Boutique,Central,United States,North America
SO69417,1,1,1020.594,0,1082.51,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Road-350-W Yellow, 44",Value Added Reseller,Quantity Discounts,Southwest,United States,North America
SO69417,2,2,1466.01,0,1554.9479,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Road-250 Black, 58",Value Added Reseller,Quantity Discounts,Southwest,United States,North America
SO69417,3,2,1020.594,0,1082.51,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Road-350-W Yellow, 40",Value Added Reseller,Quantity Discounts,Southwest,United States,North America
SO69417,4,8,5.394,0,3.3623,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Racing Socks, M",Value Added Reseller,Quantity Discounts,Southwest,United States,North America
SO69471,12,5,26.724,0,19.7758,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,LL Mountain Handlebars,Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,13,3,37.152,0,27.4925,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,ML Mountain Handlebars,Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,14,3,31.584,0,23.3722,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,HL Mountain Seat/Saddle,Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,15,3,149.874,0,136.785,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"LL Mountain Frame - Black, 48",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,16,2,158.43,0,144.5938,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"LL Mountain Frame - Silver, 42",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,17,3,218.454,0,199.3757,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"ML Mountain Frame-W - Silver, 46",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,18,6,41.994,0,26.1763,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Women's Mountain Shorts, S",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,19,1,41.994,0,26.1763,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Women's Mountain Shorts, M",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,20,7,461.694,0,419.7784,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"Mountain-400-W Silver, 38",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69471,21,4,818.7,0,747.2002,11/5/2013,November,11,4,2013,Mitchell,Sales Representative,"HL Mountain Frame - Silver, 38",Value Added Reseller,Brakes and Gears,Northwest,United States,North America
SO69540,28,2,200.052,0,199.8519,11/5/2013,November,11,4,2013,Pak,Sales Representative,"LL Touring Frame - Yellow, 50",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,29,14,20.2942,0.02,13.0863,11/5/2013,November,11,4,2013,Pak,Sales Representative,"Sport-100 Helmet, Black",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,30,6,1430.442,0,1481.9379,11/5/2013,November,11,4,2013,Pak,Sales Representative,"Touring-1000 Blue, 46",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,31,2,200.052,0,199.8519,11/5/2013,November,11,4,2013,Pak,Sales Representative,"LL Touring Frame - Yellow, 44",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,32,1,200.052,0,199.8519,11/5/2013,November,11,4,2013,Pak,Sales Representative,"LL Touring Frame - Blue, 54",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,33,5,14.694,0,9.1593,11/5/2013,November,11,4,2013,Pak,Sales Representative,"Half-Finger Gloves, S",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,34,4,29.994,0,38.4923,11/5/2013,November,11,4,2013,Pak,Sales Representative,"Long-Sleeve Logo Jersey, M",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,35,1,602.346,0,601.7437,11/5/2013,November,11,4,2013,Pak,Sales Representative,"HL Touring Frame - Blue, 54",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,36,12,36.83,0.02,23.749,11/5/2013,November,11,4,2013,Pak,Sales Representative,"Classic Vest, S",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO69540,37,1,602.346,0,601.7437,11/5/2013,November,11,4,2013,Pak,Sales Representative,"HL Touring Frame - Yellow, 60",Warehouse,Farthest Bike Store,Canada,Canada,North America
SO71805,45,6,2.994,0,1.8663,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,Water Bottle - 30 oz.,Value Added Reseller,Nationwide Supply,Australia,Australia,Pacific
SO71805,46,4,1430.442,0,1481.9379,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 46",Value Added Reseller,Nationwide Supply,Australia,Australia,Pacific
SO71805,47,21,34.925,0.05,23.749,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Classic Vest, S",Value Added Reseller,Nationwide Supply,Australia,Australia,Pacific
SO71805,48,8,72,0,44.88,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,Hitch Rack - 4-Bike,Value Added Reseller,Nationwide Supply,Australia,Australia,Pacific
SO71806,1,1,323.994,0,294.5797,12/6/2013,December,12,4,2013,Pak,Sales Representative,"Mountain-500 Black, 48",Value Added Reseller,Valley Toy Store,Canada,Canada,North America
SO71806,2,2,149.874,0,136.785,12/6/2013,December,12,4,2013,Pak,Sales Representative,"LL Mountain Frame - Black, 44",Value Added Reseller,Valley Toy Store,Canada,Canada,North America
SO71806,3,2,112.998,0.4,308.2179,12/6/2013,December,12,4,2013,Pak,Sales Representative,"Mountain-500 Silver, 48",Value Added Reseller,Valley Toy Store,Canada,Canada,North America
SO71806,4,2,158.43,0,144.5938,12/6/2013,December,12,4,2013,Pak,Sales Representative,"LL Mountain Frame - Silver, 42",Value Added Reseller,Valley Toy Store,Canada,Canada,North America
SO71806,5,1,323.994,0,294.5797,12/6/2013,December,12,4,2013,Pak,Sales Representative,"Mountain-500 Black, 42",Value Added Reseller,Valley Toy Store,Canada,Canada,North America
SO71806,6,2,809.76,0,739.041,12/6/2013,December,12,4,2013,Pak,Sales Representative,"HL Mountain Frame - Black, 42",Value Added Reseller,Valley Toy Store,Canada,Canada,North America
SO71854,28,3,1430.442,0,1481.9379,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Touring-1000 Blue, 46",Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,29,4,445.41,0,461.4448,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 44",Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,30,6,2.994,0,1.8663,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,Water Bottle - 30 oz.,Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,31,3,5.394,0,6.9223,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,AWC Logo Cap,Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,32,2,445.41,0,461.4448,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 62",Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,33,1,1430.442,0,1481.9379,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Touring-1000 Yellow, 46",Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,34,6,20.994,0,13.0863,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Sport-100 Helmet, Blue",Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,35,2,445.41,0,461.4448,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,"Touring-3000 Yellow, 58",Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71854,36,4,72,0,44.88,12/6/2013,December,12,4,2013,Tsoflias,Sales Representative,Hitch Rack - 4-Bike,Value Added Reseller,Helpful Sales and Repair Service,Australia,Australia,Pacific
SO71855,1,1,323.994,0,343.6496,12/6/2013,December,12,4,2013,Varkey Chudukatil,Sales Representative,"Road-750 Black, 52",Value Added Reseller,Self-Contained Cycle Parts Company,France,France,Europe
SO71941,9,1,2.994,0,1.8663,12/6/2013,December,12,4,2013,Mensa-Annan,Sales Representative,Water Bottle - 30 oz.,Specialty Bike Shop,Certified Bicycle Supply,Northwest,United States,North America
SO71941,10,4,323.994,0,343.6496,12/6/2013,December,12,4,2013,Mensa-Annan,Sales Representative,"Road-750 Black, 48",Specialty Bike Shop,Certified Bicycle Supply,Northwest,United States,North America
SO71941,11,10,5.394,0,3.3623,12/6/2013,December,12,4,2013,Mensa-Annan,Sales Representative,"Racing Socks, L",Specialty Bike Shop,Certified Bicycle Supply,Northwest,United States,North America
SO71941,12,5,38.1,0,23.749,12/6/2013,December,12,4,2013,Mensa-Annan,Sales Representative,"Classic Vest, S",Specialty Bike Shop,Certified Bicycle Supply,Northwest,United States,North America
SO71941,13,1,4.77,0,2.9733,12/6/2013,December,12,4,2013,Mensa-Annan,Sales Representative,Bike Wash - Dissolver,Specialty Bike Shop,Certified Bicycle Supply,Northwest,United States,North America
SO71942,1,2,1020.594,0,1082.51,12/6/2013,December,12,4,2013,Reiter,Sales Representative,"Road-350-W Yellow, 40",Specialty Bike Shop,Eighty Toy Stores,Southeast,United States,North America
SO71942,2,1,5.394,0,3.3623,12/6/2013,December,12,4,2013,Reiter,Sales Representative,"Racing Socks, M",Specialty Bike Shop,Eighty Toy Stores,Southeast,United States,North America
SO71942,3,1,48.594,0,35.9596,12/6/2013,December,12,4,2013,Reiter,Sales Representative,HL Road Pedal,Specialty Bike Shop,Eighty Toy Stores,Southeast,United States,North America
SO71942,4,1,1020.594,0,1082.51,12/6/2013,December,12,4,2013,Reiter,Sales Representative,"Road-350-W Yellow, 48",Specialty Bike Shop,Eighty Toy Stores,Southeast,United States,North America
SO71942,5,3,5.394,0,3.3623,12/6/2013,December,12,4,2013,Reiter,Sales Representative,"Racing Socks, L",Specialty Bike Shop,Eighty Toy Stores,Southeast,United States,North America
SO43872,9,1,356.898,0,352.1394,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"ML Road Frame - Red, 48",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,10,1,178.5808,0,176.1997,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Black, 52",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,11,1,2146.962,0,2171.2942,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-150 Red, 56",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,12,2,874.794,0,884.7083,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-450 Red, 58",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,13,1,874.794,0,884.7083,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-450 Red, 60",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,14,4,28.8404,0,31.7244,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Long-Sleeve Logo Jersey, XL",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,15,1,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Red, 60",Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43872,16,4,5.1865,0,5.7052,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,AWC Logo Cap,Value Added Reseller,Wire Baskets and Parts,Southwest,United States,North America
SO43873,1,6,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Black, 52",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,2,2,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Red, 52",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,3,2,2146.962,0,2171.2942,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-150 Red, 62",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,4,5,183.9382,0,181.4857,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Red, 48",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,5,5,183.9382,0,181.4857,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Red, 60",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,6,1,874.794,0,884.7083,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-450 Red, 60",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,7,1,178.5808,0,176.1997,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Black, 52",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,8,3,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Black, 60",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,9,3,178.5808,0,176.1997,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Black, 58",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,10,5,874.794,0,884.7083,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-450 Red, 52",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,11,5,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Red, 60",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,12,3,356.898,0,352.1394,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"ML Road Frame - Red, 52",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,13,2,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Black, 44",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,14,1,874.794,0,884.7083,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-450 Red, 44",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,15,5,20.1865,0,12.0278,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Sport-100 Helmet, Red",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,16,1,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Black, 58",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,17,2,20.1865,0,12.0278,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Sport-100 Helmet, Blue",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,18,6,874.794,0,884.7083,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-450 Red, 58",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,19,3,183.9382,0,181.4857,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Red, 62",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,20,6,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Red, 62",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,21,5,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Red, 48",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,22,1,28.8404,0,31.7244,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Long-Sleeve Logo Jersey, XL",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,23,5,28.8404,0,31.7244,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Long-Sleeve Logo Jersey, L",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,24,1,28.8404,0,31.7244,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Long-Sleeve Logo Jersey, M",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,25,4,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-650 Red, 44",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,26,2,183.9382,0,181.4857,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"LL Road Frame - Red, 44",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,27,2,2146.962,0,2171.2942,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"Road-150 Red, 56",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43873,28,6,356.898,0,352.1394,2/5/2011,February,2,1,2011,Mitchell,Sales Representative,"ML Road Frame - Red, 48",Warehouse,Preferred Bikes,Southwest,United States,North America
SO43874,1,1,419.4589,0,413.1463,2/5/2011,February,2,1,2011,Carson,Sales Representative,"Road-650 Red, 48",Value Added Reseller,Travel Systems,Central,United States,North America
SO43875,1,6,2024.994,0,1898.0944,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Black, 48",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,2,2,714.7043,0,617.0281,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"HL Mountain Frame - Black, 38",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,3,1,818.7,0,706.811,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"HL Mountain Frame - Silver, 48",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,4,2,5.7,0,3.3963,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain Bike Socks, M",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,5,2,28.8404,0,31.7244,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Long-Sleeve Logo Jersey, L",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,6,7,2039.994,0,1912.1544,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Silver, 48",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,7,6,2039.994,0,1912.1544,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Silver, 38",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,8,2,20.1865,0,12.0278,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Sport-100 Helmet, Red",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,9,5,722.5949,0,623.8403,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"HL Mountain Frame - Silver, 38",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,10,12,1971.9942,0.02,1912.1544,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Silver, 44",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,11,1,809.76,0,699.0928,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"HL Mountain Frame - Black, 48",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,12,13,1957.4942,0.02,1898.0944,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Black, 38",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,13,2,2039.994,0,1912.1544,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Silver, 42",Warehouse,Tread Industries,Southeast,United States,North America
SO43875,14,8,2024.994,0,1898.0944,2/5/2011,February,2,1,2011,Reiter,Sales Representative,"Mountain-100 Black, 42",Warehouse,Tread Industries,Southeast,United States,North America
